"Status","Year","Profession_of_post","Region_ITL1","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Policy","East Midlands (England)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","East Midlands (England)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","East of England","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","East of England","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","East of England","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","East of England","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","East of England","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","London","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","London","20-29","1530","1510","34360","33210"
"New entrant CS","2022","Policy","London","30-39","480","470","43420","40050"
"New entrant CS","2022","Policy","London","40-49","170","160","46160","41750"
"New entrant CS","2022","Policy","London","50-59","80","70","47970","41500"
"New entrant CS","2022","Policy","London","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","London","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","North East (England)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","North East (England)","20-29","50","50","[c]","[c]"
"New entrant CS","2022","Policy","North East (England)","30-39","50","50","36100","35590"
"New entrant CS","2022","Policy","North East (England)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","North East (England)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","North East (England)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","North West (England)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","North West (England)","20-29","130","130","30570","30360"
"New entrant CS","2022","Policy","North West (England)","30-39","90","90","34930","31920"
"New entrant CS","2022","Policy","North West (England)","40-49","50","50","37870","36500"
"New entrant CS","2022","Policy","North West (England)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","North West (England)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Northern Ireland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Northern Ireland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Northern Ireland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Northern Ireland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Overseas","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Scotland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Scotland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Scotland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Scotland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","South East (England)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","South East (England)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","South East (England)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","South East (England)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","South West (England)","20-29","110","110","30910","29270"
"New entrant CS","2022","Policy","South West (England)","30-39","80","80","38040","35900"
"New entrant CS","2022","Policy","South West (England)","40-49","30","30","[c]","[c]"
"New entrant CS","2022","Policy","South West (England)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","South West (England)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Unknown","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Wales","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Wales","20-29","50","50","[c]","[c]"
"New entrant CS","2022","Policy","Wales","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Wales","40-49","30","30","[c]","[c]"
"New entrant CS","2022","Policy","Wales","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Wales","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Wales","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","West Midlands (England)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","West Midlands (England)","20-29","100","90","28380","26750"
"New entrant CS","2022","Policy","West Midlands (England)","30-39","80","70","35030","32870"
"New entrant CS","2022","Policy","West Midlands (England)","40-49","50","50","[c]","[c]"
"New entrant CS","2022","Policy","West Midlands (England)","50-59","30","30","[c]","[c]"
"New entrant CS","2022","Policy","West Midlands (England)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","West Midlands (England)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Yorkshire and The Humber","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Yorkshire and The Humber","20-29","120","110","29690","29180"
"New entrant CS","2022","Policy","Yorkshire and The Humber","30-39","80","80","36290","36420"
"New entrant CS","2022","Policy","Yorkshire and The Humber","40-49","40","30","[c]","[c]"
"New entrant CS","2022","Policy","Yorkshire and The Humber","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Policy","Yorkshire and The Humber","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","East Midlands (England)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","East Midlands (England)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","East Midlands (England)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","East Midlands (England)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","East of England","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","East of England","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","East of England","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","East of England","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","East of England","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","London","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","London","20-29","160","160","34550","34260"
"New entrant CS","2022","Project Delivery","London","30-39","90","90","44390","43430"
"New entrant CS","2022","Project Delivery","London","40-49","50","50","52350","51710"
"New entrant CS","2022","Project Delivery","London","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","London","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","London","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","North East (England)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","North East (England)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","North East (England)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","North East (England)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","North East (England)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","North West (England)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","North West (England)","30-39","30","30","[c]","[c]"
"New entrant CS","2022","Project Delivery","North West (England)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","North West (England)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","North West (England)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","North West (England)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Northern Ireland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Northern Ireland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Northern Ireland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Overseas","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Scotland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Scotland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Scotland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Scotland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Scotland","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","South East (England)","20-29","30","30","[c]","[c]"
"New entrant CS","2022","Project Delivery","South East (England)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","South East (England)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","South East (England)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","South East (England)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","South West (England)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","South West (England)","20-29","120","120","27800","24750"
"New entrant CS","2022","Project Delivery","South West (England)","30-39","100","100","35070","33080"
"New entrant CS","2022","Project Delivery","South West (England)","40-49","70","70","37170","38000"
"New entrant CS","2022","Project Delivery","South West (England)","50-59","50","50","44020","40000"
"New entrant CS","2022","Project Delivery","South West (England)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","South West (England)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Wales","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Wales","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Wales","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Wales","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Wales","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Wales","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","West Midlands (England)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","West Midlands (England)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","West Midlands (England)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","West Midlands (England)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","West Midlands (England)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","West Midlands (England)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Yorkshire and The Humber","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Yorkshire and The Humber","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Yorkshire and The Humber","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Project Delivery","Yorkshire and The Humber","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","East Midlands (England)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","East Midlands (England)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","East Midlands (England)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","East Midlands (England)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","East Midlands (England)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","East Midlands (England)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","East of England","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","East of England","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","East of England","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","East of England","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","East of England","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","London","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","London","20-29","60","60","31930","29000"
"New entrant CS","2022","Property","London","30-39","30","[c]","[c]","[c]"
"New entrant CS","2022","Property","London","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","London","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","London","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","London","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","North East (England)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","North East (England)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","North East (England)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","North East (England)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","North East (England)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","North East (England)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","North West (England)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","North West (England)","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Property","North West (England)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","North West (England)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","North West (England)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","North West (England)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Northern Ireland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Northern Ireland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Northern Ireland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Overseas","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Overseas","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Property","Overseas","60-64","[c]","[c]","[c]","[c]"
