"Status","Year","Sexual_orientation","Organisation","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Unknown","Valuation Office Agency","Property","120","120","25370","24500"
"New entrant CS","2021","Unknown","Vehicle Certification Agency","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Veterinary Medicines Directorate","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wales Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Water Services Regulation Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Revenue Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Revenue Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Revenue Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Revenue Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Welsh Revenue Authority","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Wilton Park","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Accountant in Bankruptcy","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Advisory, Conciliation and Arbitration Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Animal and Plant Health Agency","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Animal and Plant Health Agency","No function","320","310","26480","24920"
"New entrant CS","2022","Heterosexual / straight","Animal and Plant Health Agency","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Attorney General's Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Attorney General's Office","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office (excl. agencies)","Commercial","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office (excl. agencies)","Communications","30","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office (excl. agencies)","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office (excl. agencies)","Digital, Data & Technology","150","150","42990","40600"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office (excl. agencies)","Human Resources","110","100","31540","27500"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office (excl. agencies)","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office (excl. agencies)","No function","140","140","39690","34550"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office (excl. agencies)","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office (excl. agencies)","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Cabinet Office (excl. agencies)","Security","90","90","32910","32000"
"New entrant CS","2022","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Centre for Environment, Fisheries and Aquaculture Science","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Charity Commission","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Charity Commission","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Charity Commission","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Charity Commission","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Charity Commission","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Charity Commission","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Charity Commission","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Companies House","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Companies House","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Companies House","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Companies House","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Companies House","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Companies House","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Companies House","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Companies House","No function","50","50","22960","20100"
"New entrant CS","2022","Heterosexual / straight","Companies House","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Companies House","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Companies House","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Competition and Markets Authority","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Competition and Markets Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Competition and Markets Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Competition and Markets Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Competition and Markets Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Competition and Markets Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Competition and Markets Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Competition and Markets Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Criminal Injuries Compensation Authority","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Commercial Service","Commercial","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Commercial Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Commercial Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Commercial Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Commercial Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Commercial Service","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Commercial Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Office and Procurator Fiscal Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Office and Procurator Fiscal Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Office and Procurator Fiscal Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Office and Procurator Fiscal Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Office and Procurator Fiscal Service","Legal","70","70","37980","41750"
"New entrant CS","2022","Heterosexual / straight","Crown Office and Procurator Fiscal Service","No function","260","260","23320","21050"
"New entrant CS","2022","Heterosexual / straight","Crown Prosecution Service","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Prosecution Service","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Prosecution Service","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Prosecution Service","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Prosecution Service","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Prosecution Service","Legal","520","510","32250","25480"
"New entrant CS","2022","Heterosexual / straight","Crown Prosecution Service","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Prosecution Service","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Crown Prosecution Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Defence Equipment and Support","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Defence Equipment and Support","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Defence Equipment and Support","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Defence Equipment and Support","Finance","40","40","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Defence Equipment and Support","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Defence Equipment and Support","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Defence Equipment and Support","Project Delivery","530","520","32220","29000"
"New entrant CS","2022","Heterosexual / straight","Defence Equipment and Support","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Defence Equipment and Support","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Defence Science and Technology Laboratory","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Defence Science and Technology Laboratory","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Defence Science and Technology Laboratory","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Defence Science and Technology Laboratory","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Defence Science and Technology Laboratory","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Defence Science and Technology Laboratory","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Defence Science and Technology Laboratory","No function","130","120","32470","29230"
"New entrant CS","2022","Heterosexual / straight","Defence Science and Technology Laboratory","Project Delivery","40","30","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Defence Science and Technology Laboratory","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Defence Science and Technology Laboratory","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Heterosexual / straight","Department for Business, Energy and Industrial Strategy (excl. agencies)","Finance","[c]","[c]","[c]","[c]"
