"Status","Year","Profession_of_post","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Other","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared non-disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared non-disabled","Department for Work and Pensions","390","340","26080","25110"
"Leaver CS","2022","Other","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared non-disabled","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared non-disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared non-disabled","Home Office","70","60","33490","25470"
"Leaver CS","2022","Other","Declared non-disabled","Ministry of Defence","930","880","25890","21580"
"Leaver CS","2022","Other","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared non-disabled","Office of Gas and Electricity Markets","120","110","40820","34240"
"Leaver CS","2022","Other","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared non-disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Declared non-disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Undeclared","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Undeclared","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Undeclared","Ministry of Defence","110","100","25980","21980"
"Leaver CS","2022","Other","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Department of Health and Social Care","40","30","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","HM Land Registry","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Home Office","50","50","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Ministry of Defence","530","500","31270","29200"
"Leaver CS","2022","Other","Unknown","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Scottish Government","60","60","32800","26900"
"Leaver CS","2022","Other","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Other","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Declared non-disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Declared non-disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Declared non-disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Planning Inspectors","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared non-disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared non-disabled","Department for Business, Energy and Industrial Strategy","140","140","49800","53380"
"Leaver CS","2022","Policy","Declared non-disabled","Department for Digital, Culture, Media and Sport","70","70","41540","36000"
"Leaver CS","2022","Policy","Declared non-disabled","Department for Education","70","60","49170","41990"
"Leaver CS","2022","Policy","Declared non-disabled","Department for Environment, Food and Rural Affairs","160","150","[c]","[c]"
"Leaver CS","2022","Policy","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared non-disabled","Department for Levelling Up, Housing and Communities","50","40","[c]","[c]"
"Leaver CS","2022","Policy","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared non-disabled","Department for Work and Pensions","40","40","[c]","[c]"
"Leaver CS","2022","Policy","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared non-disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared non-disabled","HM Treasury","80","70","[c]","[c]"
"Leaver CS","2022","Policy","Declared non-disabled","Home Office","60","60","54990","57430"
"Leaver CS","2022","Policy","Declared non-disabled","Ministry of Defence","40","40","[c]","[c]"
"Leaver CS","2022","Policy","Declared non-disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared non-disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared non-disabled","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared non-disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared non-disabled","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Declared non-disabled","Welsh Government","50","50","[c]","[c]"
"Leaver CS","2022","Policy","Undeclared","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Undeclared","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Undeclared","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Undeclared","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Undeclared","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Undeclared","UK Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Undeclared","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Unknown","Department for Business, Energy and Industrial Strategy","80","80","[c]","[c]"
"Leaver CS","2022","Policy","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Unknown","Department for Education","70","70","34470","29840"
"Leaver CS","2022","Policy","Unknown","Department for Environment, Food and Rural Affairs","70","70","[c]","[c]"
"Leaver CS","2022","Policy","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Policy","Unknown","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
