"Status","Year","Organisation","Parent_department","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","20-29","120","120","21880","20910"
"New entrant CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","30-39","40","40","[c]","[c]"
"New entrant CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","40-49","40","40","[c]","[c]"
"New entrant CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Met Office","Department for Business, Energy and Industrial Strategy","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","20-29","880","870","26730","25590"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","30-39","720","680","31760","26350"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","40-49","580","560","32400","26350"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","50-59","560","540","32130","27200"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","60-64","80","80","29840","26350"
"New entrant CS","2022","Ministry of Defence (excl. agencies)","Ministry of Defence","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","20-29","310","310","30710","28950"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","30-39","180","180","38770","36050"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","40-49","130","130","41500","37270"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","50-59","90","80","39150","36050"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Ministry of Justice (excl. agencies)","Ministry of Justice","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","National Crime Agency","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","National Crime Agency","20-29","160","160","31910","32260"
"New entrant CS","2022","National Crime Agency","National Crime Agency","30-39","140","140","36230","34140"
"New entrant CS","2022","National Crime Agency","National Crime Agency","40-49","80","80","44940","40020"
"New entrant CS","2022","National Crime Agency","National Crime Agency","50-59","130","120","39330","36580"
"New entrant CS","2022","National Crime Agency","National Crime Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Crime Agency","National Crime Agency","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","HM Treasury","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","HM Treasury","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Infrastructure Commission","HM Treasury","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","Scottish Government","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","Scottish Government","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","Scottish Government","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","Scottish Government","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","Scottish Government","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Records of Scotland","Scottish Government","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Chancellor's other departments","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Chancellor's other departments","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Chancellor's other departments","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Chancellor's other departments","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","National Savings and Investments","Chancellor's other departments","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Northern Ireland Office","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Northern Ireland Office","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Northern Ireland Office","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Northern Ireland Office","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland Office","Northern Ireland Office","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","HM Treasury","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","HM Treasury","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Budget Responsibility","HM Treasury","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","20-29","40","40","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","30-39","60","60","47510","46360"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","40-49","80","80","55570","46360"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","50-59","60","60","57610","51360"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","20-29","190","190","27780","25750"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","30-39","130","130","37680","33400"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","40-49","90","80","46690","42810"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","50-59","40","30","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Gas and Electricity Markets","Office of Gas and Electricity Markets","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Qualifications and Examinations Regulation","Office of Qualifications and Examinations Regulation","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Office of Rail and Road","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Office of Rail and Road","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Office of Rail and Road","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Office of Rail and Road","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of Rail and Road","Office of Rail and Road","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","Ministry of Justice","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","Ministry of Justice","20-29","110","100","21840","20970"
"New entrant CS","2022","Office of the Public Guardian","Ministry of Justice","30-39","60","50","22200","20970"
"New entrant CS","2022","Office of the Public Guardian","Ministry of Justice","40-49","30","30","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","Ministry of Justice","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Public Guardian","Ministry of Justice","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","Scottish Government","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","Scottish Government","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Scottish Charity Regulator","Scottish Government","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","Office of the Secretary of State for Scotland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Office of the Secretary of State for Wales","Office of the Secretary of State for Wales","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Planning Inspectorate","Department for Levelling Up, Housing and Communities","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Public Health England","Department of Health and Social Care","20-29","80","70","28960","26880"
"New entrant CS","2022","Public Health England","Department of Health and Social Care","30-39","70","60","39770","36330"
"New entrant CS","2022","Public Health England","Department of Health and Social Care","40-49","60","50","46690","40070"
"New entrant CS","2022","Public Health England","Department of Health and Social Care","50-59","40","30","[c]","[c]"
