"Status","Year","Profession_of_post","Sex","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Social Research","Male","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Male","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Male","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Male","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Male","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Male","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Unknown","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Barnet","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Female","Westminster","40","40","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Barnet","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Statistics","Male","Westminster","30","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Female","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Female","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Female","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Female","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Female","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Female","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Female","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Male","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Male","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Male","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Male","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Male","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Male","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Tax","Male","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Angus and Dundee City","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Barnet","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Belfast","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Birmingham","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Blackpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Cardiff and Vale of Glamorgan","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","City of Edinburgh","60","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Croydon","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","East Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Falkirk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Glasgow City","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Greater Manchester South West","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Hackney and Newham","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Leeds","80","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Leicester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Liverpool","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Manchester","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Northumberland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Nottingham","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Sunderland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Tower Hamlets","60","60","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Tyneside","110","100","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Unknown","200","180","39420","32000"
"Leaver Dept.","2022","Unknown","Female","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","West Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","West Lothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Westminster","1110","880","43740","35590"
"Leaver Dept.","2022","Unknown","Female","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Female","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Angus and Dundee City","40","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Barnet","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Belfast","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Birmingham","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Blackpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Cardiff and Vale of Glamorgan","40","40","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","City of Edinburgh","50","50","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Croydon","30","30","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Unknown","Male","East Derbyshire","[c]","[c]","[c]","[c]"
