"Status","Year","Sex","Region_ITL3","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Male","East Merseyside","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Riding of Yorkshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Riding of Yorkshire","20-29","30","30","[c]","[c]"
"New entrant CS","2021","Male","East Riding of Yorkshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Riding of Yorkshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Riding of Yorkshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Riding of Yorkshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Riding of Yorkshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Surrey","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Surrey","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Surrey","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Surrey","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Surrey","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Surrey","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Sussex CC","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Sussex CC","20-29","60","60","23850","25850"
"New entrant CS","2021","Male","East Sussex CC","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Male","East Sussex CC","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Sussex CC","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Sussex CC","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","East Sussex CC","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Enfield","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Enfield","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Enfield","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Enfield","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Enfield","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Enfield","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Essex Haven Gateway","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Essex Haven Gateway","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Essex Haven Gateway","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Essex Haven Gateway","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Essex Haven Gateway","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Essex Haven Gateway","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Essex Thames Gateway","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Essex Thames Gateway","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Essex Thames Gateway","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Essex Thames Gateway","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Essex Thames Gateway","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Falkirk","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Falkirk","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Falkirk","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Falkirk","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Falkirk","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Falkirk","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Fermanagh and Omagh","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Flintshire and Wrexham","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Flintshire and Wrexham","20-29","50","50","[c]","[c]"
"New entrant CS","2021","Male","Flintshire and Wrexham","30-39","30","30","[c]","[c]"
"New entrant CS","2021","Male","Flintshire and Wrexham","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Flintshire and Wrexham","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Flintshire and Wrexham","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Glasgow City","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Glasgow City","20-29","170","160","24210","21010"
"New entrant CS","2021","Male","Glasgow City","30-39","160","160","28280","26160"
"New entrant CS","2021","Male","Glasgow City","40-49","110","110","32180","26550"
"New entrant CS","2021","Male","Glasgow City","50-59","70","70","30950","24880"
"New entrant CS","2021","Male","Glasgow City","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Glasgow City","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Gloucestershire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Gloucestershire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Gloucestershire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Gloucestershire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Gloucestershire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Gloucestershire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Gloucestershire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Greater Manchester North East","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Greater Manchester North East","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Greater Manchester North East","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Greater Manchester North East","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Greater Manchester North East","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Greater Manchester North East","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Greater Manchester North West","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Greater Manchester North West","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Greater Manchester North West","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Greater Manchester North West","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Greater Manchester North West","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Greater Manchester North West","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Greater Manchester North West","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Greater Manchester South East","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Greater Manchester South East","20-29","40","40","[c]","[c]"
"New entrant CS","2021","Male","Greater Manchester South East","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Greater Manchester South East","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Greater Manchester South East","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Greater Manchester South East","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Greater Manchester South West","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Greater Manchester South West","20-29","180","180","23820","24370"
"New entrant CS","2021","Male","Greater Manchester South West","30-39","110","110","29870","25560"
"New entrant CS","2021","Male","Greater Manchester South West","40-49","70","70","32440","27570"
"New entrant CS","2021","Male","Greater Manchester South West","50-59","40","40","[c]","[c]"
"New entrant CS","2021","Male","Greater Manchester South West","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Greater Manchester South West","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Gwent Valleys","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Gwent Valleys","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Gwent Valleys","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Gwent Valleys","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Gwent Valleys","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Gwent Valleys","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Gwynedd","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Gwynedd","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Gwynedd","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Gwynedd","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Gwynedd","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Gwynedd","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Hackney and Newham","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Hackney and Newham","20-29","70","70","29970","31060"
"New entrant CS","2021","Male","Hackney and Newham","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Male","Hackney and Newham","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Hackney and Newham","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Hackney and Newham","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Hackney and Newham","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Haringey and Islington","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Haringey and Islington","20-29","60","60","27340","30220"
"New entrant CS","2021","Male","Haringey and Islington","30-39","40","30","[c]","[c]"
"New entrant CS","2021","Male","Haringey and Islington","40-49","40","40","[c]","[c]"
"New entrant CS","2021","Male","Haringey and Islington","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Haringey and Islington","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Haringey and Islington","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Harrow and Hillingdon","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Harrow and Hillingdon","20-29","50","50","28760","28650"
"New entrant CS","2021","Male","Harrow and Hillingdon","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Male","Harrow and Hillingdon","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Harrow and Hillingdon","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Harrow and Hillingdon","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Harrow and Hillingdon","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Hartlepool and Stockton-on-Tees","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Hartlepool and Stockton-on-Tees","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Hartlepool and Stockton-on-Tees","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Hartlepool and Stockton-on-Tees","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Hartlepool and Stockton-on-Tees","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Hartlepool and Stockton-on-Tees","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Heart of Essex","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Heart of Essex","20-29","40","40","[c]","[c]"
"New entrant CS","2021","Male","Heart of Essex","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Heart of Essex","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Heart of Essex","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Heart of Essex","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Heart of Essex","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Herefordshire, County of","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Herefordshire, County of","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Herefordshire, County of","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Herefordshire, County of","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Herefordshire, County of","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Hertfordshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Hertfordshire","20-29","60","60","27630","28580"
"New entrant CS","2021","Male","Hertfordshire","30-39","50","50","[c]","[c]"
"New entrant CS","2021","Male","Hertfordshire","40-49","30","30","[c]","[c]"
"New entrant CS","2021","Male","Hertfordshire","50-59","40","40","[c]","[c]"
"New entrant CS","2021","Male","Hertfordshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Hertfordshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Hounslow and Richmond upon Thames","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Hounslow and Richmond upon Thames","20-29","70","70","28530","30720"
"New entrant CS","2021","Male","Hounslow and Richmond upon Thames","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Male","Hounslow and Richmond upon Thames","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Hounslow and Richmond upon Thames","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Hounslow and Richmond upon Thames","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Hounslow and Richmond upon Thames","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Inverclyde, East Renfrewshire and Renfrewshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Inverclyde, East Renfrewshire and Renfrewshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Inverclyde, East Renfrewshire and Renfrewshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Inverclyde, East Renfrewshire and Renfrewshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Inverclyde, East Renfrewshire and Renfrewshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Inverclyde, East Renfrewshire and Renfrewshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Inverclyde, East Renfrewshire and Renfrewshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Inverness and Nairn and Moray, Badenoch and Strathspey","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Inverness and Nairn and Moray, Badenoch and Strathspey","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Inverness and Nairn and Moray, Badenoch and Strathspey","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Inverness and Nairn and Moray, Badenoch and Strathspey","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Inverness and Nairn and Moray, Badenoch and Strathspey","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Inverness and Nairn and Moray, Badenoch and Strathspey","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Isle of Anglesey","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Isle of Anglesey","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Isle of Anglesey","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Isle of Anglesey","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Isle of Anglesey","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Isle of Wight","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Isle of Wight","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Isle of Wight","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Isle of Wight","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Isle of Wight","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Isle of Wight","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Kensington & Chelsea and Hammersmith & Fulham","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Kensington & Chelsea and Hammersmith & Fulham","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Kensington & Chelsea and Hammersmith & Fulham","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Kensington & Chelsea and Hammersmith & Fulham","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Kensington & Chelsea and Hammersmith & Fulham","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Kensington & Chelsea and Hammersmith & Fulham","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Kensington & Chelsea and Hammersmith & Fulham","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Kent Thames Gateway","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Kent Thames Gateway","20-29","40","40","[c]","[c]"
"New entrant CS","2021","Male","Kent Thames Gateway","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Male","Kent Thames Gateway","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Kent Thames Gateway","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Kent Thames Gateway","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Kent Thames Gateway","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Kingston upon Hull, City of","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Kingston upon Hull, City of","20-29","40","40","[c]","[c]"
"New entrant CS","2021","Male","Kingston upon Hull, City of","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Kingston upon Hull, City of","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Kingston upon Hull, City of","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Kingston upon Hull, City of","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Lambeth","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Male","Lambeth","20-29","160","150","32020","31060"
"New entrant CS","2021","Male","Lambeth","30-39","110","110","39910","36330"
"New entrant CS","2021","Male","Lambeth","40-49","80","70","41900","37100"
