"Status","Year","Profession_of_post","Sex","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Human Resources","Female","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Department of Health and Social Care (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Ministry of Defence (excl. agencies)","80","70","25870","20920"
"New entrant CS","2021","Human Resources","Female","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Female","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","HM Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Public Health England","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Male","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Female","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Female","Office for Standards in Education, Children's Services and Skills","60","60","61070","70500"
"New entrant CS","2021","Inspector of Education and Training","Male","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Inspector of Education and Training","Male","Office for Standards in Education, Children's Services and Skills","30","30","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Female","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Female","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Female","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Female","HM Prison and Probation Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Female","HM Revenue and Customs (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Female","Home Office (incl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Female","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Female","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Intelligence Analysis","Female","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
