"Status","Year","Organisation","Sex","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Home Office","Male","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Croydon","80","80","41510","35070"
"Leaver Dept.","2022","Home Office","Male","Darlington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Glasgow City","30","30","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Liverpool","90","80","25920","24890"
"Leaver Dept.","2022","Home Office","Male","Luton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Sheffield","40","30","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","South Teesside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Thurrock","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","West Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Home Office","Male","Westminster","190","190","49690","42410"
"Leaver Dept.","2022","Home Office","Male","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Female","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Female","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Female","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Male","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Male","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Institute for Apprenticeships and Technical Education","Male","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Female","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Female","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Male","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Intellectual Property Office","Male","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Female","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Female","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Female","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Female","Darlington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Female","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Female","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Female","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Female","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Female","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Female","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Male","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Male","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Male","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Male","Darlington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Male","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Male","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Male","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Male","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Male","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Legal Aid Agency","Male","Westminster","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Female","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Female","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Female","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Female","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Female","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Female","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Female","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Female","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Female","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Male","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Male","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Male","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Male","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Male","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Male","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Male","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Male","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Male","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Maritime and Coastguard Agency","Male","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Female","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Female","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Male","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Medicines and Healthcare Products Regulatory Agency","Male","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Female","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Female","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Male","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Met Office","Male","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Belfast","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Dorset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Shropshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Westminster","80","80","45300","40640"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Female","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Male","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Male","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Male","Belfast","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Male","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Male","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Male","Birmingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Male","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Ministry of Defence (excl. agencies)","Male","Cambridgeshire CC","[c]","[c]","[c]","[c]"
