"Status","Year","Ethnicity","Disability","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","White","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Scottish Government","180","160","36620","35000"
"Leaver CS","2022","White","Unknown","The National Archives","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","UK Statistics Authority","50","30","20820","19610"
"Leaver CS","2022","White","Unknown","UK Supreme Court","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver CS","2022","White","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","Cabinet Office","60","60","40420","34550"
"Leaver Dept.","2021","Asian","Declared non-disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","Department for Business, Energy and Industrial Strategy","30","30","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","Department for Work and Pensions","100","90","28480","27570"
"Leaver Dept.","2021","Asian","Declared non-disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","HM Revenue and Customs","130","120","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","Home Office","120","110","33830","29550"
"Leaver Dept.","2021","Asian","Declared non-disabled","Ministry of Defence","40","40","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","Ministry of Housing, Communities and Local Government","30","30","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","Ministry of Justice","120","110","27900","22570"
"Leaver Dept.","2021","Asian","Declared non-disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","Wales Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Declared non-disabled","Welsh Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Undeclared","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Undeclared","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Undeclared","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Undeclared","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Undeclared","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Undeclared","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Undeclared","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Undeclared","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Undeclared","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Undeclared","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Undeclared","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Asian","Unknown","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","Attorney General's Departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","Cabinet Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","Chancellor's other departments","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","Charity Commission","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","Department for Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","Department for International Trade","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","Department for Transport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","ESTYN","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","Food Standards Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","HM Treasury","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","Home Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","Ministry of Defence","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","Ministry of Justice","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","National Crime Agency","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","Northern Ireland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","Office for Standards in Education","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","Office of Rail and Road","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","Scotland Office","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","Scottish Government","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","The National Archives","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","UK Export Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","United Kingdom Statistics Authority","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Black","Declared disabled","Wales Office","[c]","[c]","[c]","[c]"
