"Status","Year","Responsibility_level","Parent_department","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2021","EO","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","UK Supreme Court","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","UK Supreme Court","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","EO","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Attorney General's Departments","Heterosexual / straight","140","120","58710","55610"
"Leaver CS","2021","G6/G7","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Attorney General's Departments","Unknown","60","50","60510","55610"
"Leaver CS","2021","G6/G7","Cabinet Office","Heterosexual / straight","50","40","[c]","[c]"
"Leaver CS","2021","G6/G7","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Cabinet Office","Unknown","50","50","64670","60640"
"Leaver CS","2021","G6/G7","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Chancellor's other departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Competition and Markets Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","50","50","58070","56100"
"Leaver CS","2021","G6/G7","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Business, Energy and Industrial Strategy","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Business, Energy and Industrial Strategy","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Digital, Culture, Media and Sport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Education","Heterosexual / straight","70","70","57630","54400"
"Leaver CS","2021","G6/G7","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Environment, Food and Rural Affairs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Environment, Food and Rural Affairs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Environment, Food and Rural Affairs","Unknown","90","80","55970","54730"
"Leaver CS","2021","G6/G7","Department for International Trade","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for International Trade","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for International Trade","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for International Trade","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Transport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Transport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Transport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Work and Pensions","Heterosexual / straight","80","70","57680","55820"
"Leaver CS","2021","G6/G7","Department for Work and Pensions","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Work and Pensions","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department for Work and Pensions","Unknown","40","40","[c]","[c]"
"Leaver CS","2021","G6/G7","Department of Health and Social Care","Heterosexual / straight","110","90","55630","52610"
"Leaver CS","2021","G6/G7","Department of Health and Social Care","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department of Health and Social Care","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Department of Health and Social Care","Unknown","70","30","[c]","[c]"
"Leaver CS","2021","G6/G7","ESTYN","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","ESTYN","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","ESTYN","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Food Standards Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Food Standards Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Food Standards Agency","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Food Standards Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Foreign, Commonwealth and Development Office","Heterosexual / straight","40","30","[c]","[c]"
"Leaver CS","2021","G6/G7","Foreign, Commonwealth and Development Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Foreign, Commonwealth and Development Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Foreign, Commonwealth and Development Office","Unknown","50","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","HM Land Registry","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","HM Land Registry","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","HM Land Registry","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","HM Land Registry","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","HM Revenue and Customs","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","HM Revenue and Customs","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","HM Revenue and Customs","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","HM Revenue and Customs","Unknown","340","300","[c]","[c]"
"Leaver CS","2021","G6/G7","HM Treasury","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","HM Treasury","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","HM Treasury","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","HM Treasury","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Home Office","Heterosexual / straight","70","60","62200","59600"
"Leaver CS","2021","G6/G7","Home Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Home Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Home Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Ministry of Defence","Heterosexual / straight","150","140","61000","57110"
"Leaver CS","2021","G6/G7","Ministry of Defence","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Ministry of Defence","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Ministry of Defence","Unknown","30","20","[c]","[c]"
"Leaver CS","2021","G6/G7","Ministry of Housing, Communities and Local Government","Heterosexual / straight","30","30","[c]","[c]"
"Leaver CS","2021","G6/G7","Ministry of Housing, Communities and Local Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Ministry of Housing, Communities and Local Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Ministry of Housing, Communities and Local Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Ministry of Justice","Heterosexual / straight","90","80","62250","59890"
"Leaver CS","2021","G6/G7","Ministry of Justice","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Ministry of Justice","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Ministry of Justice","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","G6/G7","National Crime Agency","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","National Crime Agency","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Northern Ireland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Northern Ireland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Office for Standards in Education","Heterosexual / straight","40","40","[c]","[c]"
"Leaver CS","2021","G6/G7","Office for Standards in Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Office for Standards in Education","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Office for Standards in Education","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Office of Gas and Electricity Markets","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Office of Gas and Electricity Markets","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Office of Gas and Electricity Markets","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Office of Gas and Electricity Markets","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Office of Qualifications and Examinations Regulation","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Office of Qualifications and Examinations Regulation","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Office of Qualifications and Examinations Regulation","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Office of Rail and Road","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Office of Rail and Road","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Office of Rail and Road","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Office of Rail and Road","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other Cabinet Office Agencies","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other Cabinet Office Agencies","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other Cabinet Office Agencies","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Other Cabinet Office Agencies","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Scotland Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Scotland Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Scotland Office","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Scottish Government","Heterosexual / straight","50","50","65360","66290"
"Leaver CS","2021","G6/G7","Scottish Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Scottish Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Scottish Government","Unknown","50","40","[c]","[c]"
"Leaver CS","2021","G6/G7","The National Archives","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","The National Archives","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","The National Archives","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","The National Archives","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","UK Export Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","UK Export Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","UK Export Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","United Kingdom Statistics Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","United Kingdom Statistics Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","United Kingdom Statistics Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Wales Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Wales Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Water Services Regulation Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Water Services Regulation Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Water Services Regulation Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Water Services Regulation Authority","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Welsh Government","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Welsh Government","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Welsh Government","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","G6/G7","Welsh Government","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Attorney General's Departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Attorney General's Departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Attorney General's Departments","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Attorney General's Departments","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Cabinet Office","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Cabinet Office","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Cabinet Office","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Cabinet Office","Unknown","30","30","[c]","[c]"
"Leaver CS","2021","SCS","Chancellor's other departments","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Chancellor's other departments","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Charity Commission","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Charity Commission","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Charity Commission","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Competition and Markets Authority","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Competition and Markets Authority","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Competition and Markets Authority","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Department for Business, Energy and Industrial Strategy","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Department for Business, Energy and Industrial Strategy","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Department for Business, Energy and Industrial Strategy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Department for Digital, Culture, Media and Sport","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Department for Digital, Culture, Media and Sport","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Department for Digital, Culture, Media and Sport","Undeclared","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Department for Education","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Department for Education","LGBO","[c]","[c]","[c]","[c]"
"Leaver CS","2021","SCS","Department for Education","Undeclared","[c]","[c]","[c]","[c]"
