"Status","Year","Profession_of_post","Organisation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Environment, Food and Rural Affairs (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department for Work and Pensions (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Department of Health and Social Care (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Driver and Vehicle Licensing Agency","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Driver and Vehicle Standards Agency","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Driver and Vehicle Standards Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Driver and Vehicle Standards Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Government Property Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Ministry of Defence (excl. agencies)","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Ministry of Defence (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Ministry of Defence (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Ministry of Defence (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Ministry of Defence (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Ministry of Defence (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Office of Gas and Electricity Markets","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Public Health England","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Public Health England","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Public Health England","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Public Health England","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Public Health England","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Public Health England","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Public Health England","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Submarine Delivery Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Valuation Office Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Valuation Office Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Valuation Office Agency","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Valuation Office Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Valuation Office Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Valuation Office Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Valuation Office Agency","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Property","Valuation Office Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","HM Prison and Probation Service","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","HM Prison and Probation Service","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","HM Prison and Probation Service","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Psychology","HM Prison and Probation Service","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Animal and Plant Health Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Animal and Plant Health Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Centre for Environment, Fisheries and Aquaculture Science","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Centre for Environment, Fisheries and Aquaculture Science","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Defence Equipment and Support","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Defence Equipment and Support","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Defence Equipment and Support","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Defence Equipment and Support","South West (England)","70","70","30890","27540"
"Leaver Dept.","2022","Science and Engineering","Defence Science and Technology Laboratory","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Defence Science and Technology Laboratory","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Department for Transport (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Food Standards Agency","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Food Standards Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Government Property Agency","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Health and Safety Executive","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Health and Safety Executive","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Health and Safety Executive","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Home Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Home Office","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Intellectual Property Office","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Medicines and Healthcare Products Regulatory Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Met Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Ministry of Defence (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Ministry of Defence (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Ministry of Defence (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Ministry of Defence (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Public Health England","East Midlands (England)","70","60","38990","36330"
"Leaver Dept.","2022","Science and Engineering","Public Health England","East of England","140","130","37700","36060"
"Leaver Dept.","2022","Science and Engineering","Public Health England","London","690","650","42420","40070"
"Leaver Dept.","2022","Science and Engineering","Public Health England","North East (England)","30","30","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Public Health England","North West (England)","170","160","35160","32310"
"Leaver Dept.","2022","Science and Engineering","Public Health England","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Public Health England","South East (England)","220","200","45800","40560"
"Leaver Dept.","2022","Science and Engineering","Public Health England","South West (England)","530","490","38280","35840"
"Leaver Dept.","2022","Science and Engineering","Public Health England","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Public Health England","West Midlands (England)","130","110","35570","35610"
"Leaver Dept.","2022","Science and Engineering","Public Health England","Yorkshire and The Humber","110","100","39470","36510"
"Leaver Dept.","2022","Science and Engineering","Submarine Delivery Agency","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Submarine Delivery Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","UK Health Security Agency","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","UK Health Security Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Vehicle Certification Agency","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Science and Engineering","Vehicle Certification Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Crown Prosecution Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Defence Equipment and Support","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Defence Equipment and Support","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Defence Science and Technology Laboratory","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Department for Business, Energy and Industrial Strategy (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Department for Education (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Department for Work and Pensions (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Department for Work and Pensions (excl. agencies)","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Department for Work and Pensions (excl. agencies)","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Department for Work and Pensions (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Department for Work and Pensions (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","FCDO Services","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Foreign, Commonwealth and Development Office (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","HM Prison and Probation Service","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","HM Prison and Probation Service","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","HM Prison and Probation Service","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","HM Prison and Probation Service","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Home Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Home Office","North East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Home Office","North West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Ministry of Defence (excl. agencies)","East of England","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Ministry of Defence (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Ministry of Defence (excl. agencies)","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Ministry of Defence (excl. agencies)","Scotland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Ministry of Defence (excl. agencies)","South East (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Ministry of Defence (excl. agencies)","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Ministry of Defence (excl. agencies)","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Ministry of Defence (excl. agencies)","West Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Ministry of Defence (excl. agencies)","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","National Crime Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Northern Ireland Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Serious Fraud Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Security","Submarine Delivery Agency","South West (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Department for Digital, Culture, Media and Sport","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Department for International Trade","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Department for Levelling Up, Housing and Communities (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Department of Health and Social Care (excl. agencies)","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Estyn","Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Food Standards Agency","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Home Office","London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Office for Standards in Education, Children's Services and Skills","East Midlands (England)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Social Research","Office for Standards in Education, Children's Services and Skills","London","[c]","[c]","[c]","[c]"
