"Status","Year","Region_ITL1","Organisation","Disability","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","South West (England)","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Insolvency Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Insolvency Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Insolvency Service","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","South West (England)","Institute for Apprenticeships and Technical Education","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Institute for Apprenticeships and Technical Education","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Legal Aid Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Legal Aid Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Legal Aid Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Maritime and Coastguard Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Maritime and Coastguard Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Maritime and Coastguard Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Met Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Met Office","Declared non-disabled","120","120","34200","30930"
"New entrant CS","2021","South West (England)","Ministry of Defence (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Ministry of Defence (excl. agencies)","Declared non-disabled","490","470","28710","26350"
"New entrant CS","2021","South West (England)","Ministry of Defence (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Ministry of Defence (excl. agencies)","Unknown","120","110","30310","26350"
"New entrant CS","2021","South West (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Ministry of Housing, Communities and Local Government (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Ministry of Justice (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Ministry of Justice (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Ministry of Justice (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","National Crime Agency","Unknown","120","120","32520","32770"
"New entrant CS","2021","South West (England)","Office for Standards in Education, Children's Services and Skills","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Office for Standards in Education, Children's Services and Skills","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Office of Rail and Road","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Office of Rail and Road","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Planning Inspectorate","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Planning Inspectorate","Declared non-disabled","60","60","29940","26050"
"New entrant CS","2021","South West (England)","Planning Inspectorate","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Planning Inspectorate","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Public Health England","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Public Health England","Declared non-disabled","290","260","30640","28590"
"New entrant CS","2021","South West (England)","Public Health England","Undeclared","40","30","[c]","[c]"
"New entrant CS","2021","South West (England)","Public Health England","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Rural Payments Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Rural Payments Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Submarine Delivery Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Submarine Delivery Agency","Declared non-disabled","110","110","36660","32750"
"New entrant CS","2021","South West (England)","Submarine Delivery Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Submarine Delivery Agency","Unknown","40","30","[c]","[c]"
"New entrant CS","2021","South West (England)","UK Hydrographic Office","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","UK Hydrographic Office","Declared non-disabled","30","30","[c]","[c]"
"New entrant CS","2021","South West (England)","UK Hydrographic Office","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","UK Hydrographic Office","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","South West (England)","UK Space Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","UK Space Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","UK Space Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","UK Space Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Valuation Office Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Valuation Office Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Valuation Office Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Valuation Office Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Vehicle Certification Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Vehicle Certification Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Vehicle Certification Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","South West (England)","Vehicle Certification Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office (excl. agencies)","Declared non-disabled","50","50","36290","34550"
"New entrant CS","2021","Unknown","Cabinet Office (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Cabinet Office (excl. agencies)","Unknown","150","150","37420","28000"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Education (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Declared disabled","40","40","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Declared non-disabled","220","210","28210","27570"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Department for Work and Pensions (excl. agencies)","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Unknown","Food Standards Scotland","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Food Standards Scotland","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Food Standards Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Property Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Property Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Government Property Agency","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Courts and Tribunals Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Courts and Tribunals Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Courts and Tribunals Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Prison and Probation Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Prison and Probation Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","HM Revenue and Customs (excl. agencies)","Unknown","320","310","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office (incl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office (incl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Home Office (incl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Defence (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","Ministry of Justice (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Unknown","National Crime Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Advisory, Conciliation and Arbitration Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Advisory, Conciliation and Arbitration Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Advisory, Conciliation and Arbitration Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Animal and Plant Health Agency","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Animal and Plant Health Agency","Declared non-disabled","40","40","[c]","[c]"
"New entrant CS","2021","Wales","Animal and Plant Health Agency","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Cabinet Office (excl. agencies)","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Cabinet Office (excl. agencies)","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Cabinet Office (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Companies House","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Companies House","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Companies House","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Companies House","Unknown","40","40","[c]","[c]"
"New entrant CS","2021","Wales","Crown Commercial Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Crown Commercial Service","Declared non-disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Crown Commercial Service","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Crown Prosecution Service","Declared disabled","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Wales","Crown Prosecution Service","Declared non-disabled","[c]","[c]","[c]","[c]"
