"Status","Year","Organisation","Sex","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Scottish Government (excl. agencies)","Female","AA/AO","530","490","24010","24400"
"In post","2022","Scottish Government (excl. agencies)","Female","EO","700","660","28640","27940"
"In post","2022","Scottish Government (excl. agencies)","Female","G6/G7","1380","1290","62490","62170"
"In post","2022","Scottish Government (excl. agencies)","Female","SCS","110","100","88080","83230"
"In post","2022","Scottish Government (excl. agencies)","Female","SEO/HEO","2250","2130","39230","39660"
"In post","2022","Scottish Government (excl. agencies)","Male","AA/AO","440","430","25210","24400"
"In post","2022","Scottish Government (excl. agencies)","Male","EO","530","520","29440","30040"
"In post","2022","Scottish Government (excl. agencies)","Male","G6/G7","1030","1010","64080","62170"
"In post","2022","Scottish Government (excl. agencies)","Male","SCS","110","110","89080","83230"
"In post","2022","Scottish Government (excl. agencies)","Male","SEO/HEO","1780","1750","40160","39660"
"In post","2022","Scottish Housing Regulator","Female","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Female","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Female","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Male","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Male","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Male","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Housing Regulator","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Female","AA/AO","750","700","24180","23330"
"In post","2022","Scottish Prison Service","Female","EO","640","610","33760","35000"
"In post","2022","Scottish Prison Service","Female","G6/G7","50","50","60530","54170"
"In post","2022","Scottish Prison Service","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Female","SEO/HEO","180","160","41920","40290"
"In post","2022","Scottish Prison Service","Male","AA/AO","890","860","25080","26900"
"In post","2022","Scottish Prison Service","Male","EO","1460","1360","34500","35000"
"In post","2022","Scottish Prison Service","Male","G6/G7","80","80","62340","56170"
"In post","2022","Scottish Prison Service","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Prison Service","Male","SEO/HEO","510","440","41680","40290"
"In post","2022","Scottish Public Pensions Agency","Female","AA/AO","100","80","25350","25930"
"In post","2022","Scottish Public Pensions Agency","Female","EO","40","30","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Female","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Female","SEO/HEO","30","30","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Male","AA/AO","70","70","25460","25930"
"In post","2022","Scottish Public Pensions Agency","Male","EO","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Male","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Scottish Public Pensions Agency","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Female","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Female","EO","40","40","[c]","[c]"
"In post","2022","Serious Fraud Office","Female","G6/G7","70","70","59500","56540"
"In post","2022","Serious Fraud Office","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Female","SEO/HEO","70","70","36960","36120"
"In post","2022","Serious Fraud Office","Male","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Male","EO","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Male","G6/G7","100","100","64130","63220"
"In post","2022","Serious Fraud Office","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Serious Fraud Office","Male","SEO/HEO","120","110","38830","40000"
"In post","2022","Social Security Scotland","Female","AA/AO","440","410","21960","21050"
"In post","2022","Social Security Scotland","Female","EO","540","520","27600","27230"
"In post","2022","Social Security Scotland","Female","G6/G7","90","90","60490","57190"
"In post","2022","Social Security Scotland","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Female","SEO/HEO","390","380","36000","33070"
"In post","2022","Social Security Scotland","Male","AA/AO","330","330","21940","21050"
"In post","2022","Social Security Scotland","Male","EO","310","310","27700","27230"
"In post","2022","Social Security Scotland","Male","G6/G7","80","80","63810","65280"
"In post","2022","Social Security Scotland","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Social Security Scotland","Male","SEO/HEO","260","260","36850","34600"
"In post","2022","Standards and Testing Agency","Female","EO","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Female","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Female","SEO/HEO","50","50","38340","36960"
"In post","2022","Standards and Testing Agency","Male","EO","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Male","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Standards and Testing Agency","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Student Awards Agency for Scotland","Female","AA/AO","60","50","22880","23230"
"In post","2022","Student Awards Agency for Scotland","Female","EO","30","30","[c]","[c]"
"In post","2022","Student Awards Agency for Scotland","Female","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Student Awards Agency for Scotland","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Student Awards Agency for Scotland","Male","AA/AO","40","30","[c]","[c]"
"In post","2022","Student Awards Agency for Scotland","Male","EO","[c]","[c]","[c]","[c]"
"In post","2022","Student Awards Agency for Scotland","Male","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Student Awards Agency for Scotland","Male","SEO/HEO","40","30","[c]","[c]"
"In post","2022","Submarine Delivery Agency","Female","Unknown","600","570","37900","34770"
"In post","2022","Submarine Delivery Agency","Male","Unknown","1350","1330","42470","40290"
"In post","2022","Teaching Regulation Agency","Female","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Female","EO","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Female","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Male","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Male","EO","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Male","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Teaching Regulation Agency","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Female","AA/AO","370","340","21490","21130"
"In post","2022","The Insolvency Service","Female","EO","130","120","25950","26290"
"In post","2022","The Insolvency Service","Female","G6/G7","80","70","57790","55260"
"In post","2022","The Insolvency Service","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Female","SEO/HEO","400","380","37940","39190"
"In post","2022","The Insolvency Service","Male","AA/AO","210","200","21340","21130"
"In post","2022","The Insolvency Service","Male","EO","70","70","26200","26290"
"In post","2022","The Insolvency Service","Male","G6/G7","70","60","60750","57670"
"In post","2022","The Insolvency Service","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","The Insolvency Service","Male","SEO/HEO","380","370","38290","39170"
"In post","2022","The National Archives","Female","AA/AO","40","40","[c]","[c]"
"In post","2022","The National Archives","Female","EO","40","40","[c]","[c]"
"In post","2022","The National Archives","Female","G6/G7","50","50","51320","50000"
"In post","2022","The National Archives","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Female","SEO/HEO","170","160","34880","34290"
"In post","2022","The National Archives","Male","AA/AO","60","50","21380","20900"
"In post","2022","The National Archives","Male","EO","40","40","[c]","[c]"
"In post","2022","The National Archives","Male","G6/G7","50","50","[c]","[c]"
"In post","2022","The National Archives","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","The National Archives","Male","SEO/HEO","130","130","37290","35530"
"In post","2022","Transport Scotland","Female","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Female","EO","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Female","G6/G7","60","50","61780","62170"
"In post","2022","Transport Scotland","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Female","SEO/HEO","120","120","39510","39660"
"In post","2022","Transport Scotland","Male","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Male","EO","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Male","G6/G7","100","100","65140","65280"
"In post","2022","Transport Scotland","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","Transport Scotland","Male","SEO/HEO","140","140","42180","40810"
"In post","2022","UK Debt Management Office","Female","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Female","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Female","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Male","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Male","G6/G7","50","50","[c]","[c]"
"In post","2022","UK Debt Management Office","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Debt Management Office","Male","SEO/HEO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Female","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Female","EO","40","40","[c]","[c]"
"In post","2022","UK Export Finance","Female","G6/G7","60","60","66140","65630"
"In post","2022","UK Export Finance","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Female","SEO/HEO","110","100","40860","41000"
"In post","2022","UK Export Finance","Male","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Male","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Male","G6/G7","110","110","65950","63300"
"In post","2022","UK Export Finance","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Export Finance","Male","SEO/HEO","130","120","42340","41400"
"In post","2022","UK Health Security Agency","Female","AA/AO","540","460","21590","21820"
"In post","2022","UK Health Security Agency","Female","EO","680","630","26210","26880"
"In post","2022","UK Health Security Agency","Female","G6/G7","1010","960","57890","53750"
"In post","2022","UK Health Security Agency","Female","SCS","210","180","104420","100980"
"In post","2022","UK Health Security Agency","Female","SEO/HEO","1900","1760","35990","36330"
"In post","2022","UK Health Security Agency","Male","AA/AO","210","190","21370","21120"
"In post","2022","UK Health Security Agency","Male","EO","250","240","26140","26880"
"In post","2022","UK Health Security Agency","Male","G6/G7","720","700","59320","55130"
"In post","2022","UK Health Security Agency","Male","SCS","200","180","106120","102850"
"In post","2022","UK Health Security Agency","Male","SEO/HEO","900","870","36250","36330"
"In post","2022","UK Hydrographic Office","Female","AA/AO","40","30","[c]","[c]"
"In post","2022","UK Hydrographic Office","Female","EO","90","80","27510","26740"
"In post","2022","UK Hydrographic Office","Female","G6/G7","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Female","SEO/HEO","160","150","37130","33290"
"In post","2022","UK Hydrographic Office","Male","AA/AO","70","60","20540","20420"
"In post","2022","UK Hydrographic Office","Male","EO","140","140","27820","26740"
"In post","2022","UK Hydrographic Office","Male","G6/G7","50","50","58350","55760"
"In post","2022","UK Hydrographic Office","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Hydrographic Office","Male","SEO/HEO","340","330","38170","35340"
"In post","2022","UK Space Agency","Female","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Female","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Female","G6/G7","50","50","55420","53380"
"In post","2022","UK Space Agency","Female","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Female","SEO/HEO","70","70","36360","36740"
"In post","2022","UK Space Agency","Male","AA/AO","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Male","EO","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Male","G6/G7","60","60","55180","53380"
"In post","2022","UK Space Agency","Male","SCS","[c]","[c]","[c]","[c]"
"In post","2022","UK Space Agency","Male","SEO/HEO","60","50","37360","39130"
"In post","2022","UK Statistics Authority","Female","AA/AO","900","630","20240","19860"
"In post","2022","UK Statistics Authority","Female","EO","470","430","24590","23880"
"In post","2022","UK Statistics Authority","Female","G6/G7","540","520","53110","51210"
"In post","2022","UK Statistics Authority","Female","SCS","30","30","[c]","[c]"
"In post","2022","UK Statistics Authority","Female","SEO/HEO","1420","1330","34260","33710"
"In post","2022","UK Statistics Authority","Male","AA/AO","630","450","20480","20350"
