"Status","Year","Ethnicity","Responsibility_level","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Unknown","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","No function","740","730","33210","32000"
"Leaver Dept.","2021","Unknown","SEO/HEO","Project Delivery","40","40","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","SEO/HEO","Unknown","380","270","36150","35070"
"Leaver Dept.","2021","Unknown","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Unknown","Unknown","Unknown","70","70","[c]","[c]"
"Leaver Dept.","2021","White","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","AA/AO","Human Resources","40","40","[c]","[c]"
"Leaver Dept.","2021","White","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","AA/AO","No function","350","340","20380","19930"
"Leaver Dept.","2021","White","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","AA/AO","Unknown","690","640","21090","21010"
"Leaver Dept.","2021","White","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","EO","Human Resources","50","50","[c]","[c]"
"Leaver Dept.","2021","White","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","EO","No function","240","240","25640","26000"
"Leaver Dept.","2021","White","EO","Project Delivery","60","60","23710","23900"
"Leaver Dept.","2021","White","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","EO","Unknown","900","850","27080","27570"
"Leaver Dept.","2021","White","G6/G7","Analysis","50","50","[c]","[c]"
"Leaver Dept.","2021","White","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","G6/G7","Communications","30","30","[c]","[c]"
"Leaver Dept.","2021","White","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","G6/G7","Digital, Data & Technology","50","50","[c]","[c]"
"Leaver Dept.","2021","White","G6/G7","Finance","30","30","[c]","[c]"
"Leaver Dept.","2021","White","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","G6/G7","Human Resources","70","60","56930","56780"
"Leaver Dept.","2021","White","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","G6/G7","Legal","60","50","58720","57840"
"Leaver Dept.","2021","White","G6/G7","No function","460","450","56160","54240"
"Leaver Dept.","2021","White","G6/G7","Project Delivery","90","90","58290","55240"
"Leaver Dept.","2021","White","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","G6/G7","Unknown","430","390","58000","56150"
"Leaver Dept.","2021","White","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","SCS","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","SCS","No function","90","80","90410","79660"
"Leaver Dept.","2021","White","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","SCS","Unknown","80","70","[c]","[c]"
"Leaver Dept.","2021","White","SEO/HEO","Analysis","100","90","35100","33930"
"Leaver Dept.","2021","White","SEO/HEO","Commercial","50","40","[c]","[c]"
"Leaver Dept.","2021","White","SEO/HEO","Communications","50","50","36280","35140"
"Leaver Dept.","2021","White","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","SEO/HEO","Digital, Data & Technology","50","50","[c]","[c]"
"Leaver Dept.","2021","White","SEO/HEO","Finance","50","50","[c]","[c]"
"Leaver Dept.","2021","White","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","SEO/HEO","Human Resources","140","140","35690","33640"
"Leaver Dept.","2021","White","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","SEO/HEO","No function","710","700","34470","33100"
"Leaver Dept.","2021","White","SEO/HEO","Project Delivery","190","180","33970","33300"
"Leaver Dept.","2021","White","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","SEO/HEO","Unknown","920","830","35820","35070"
"Leaver Dept.","2021","White","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","No function","60","60","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","White","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","AA/AO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","AA/AO","No function","290","260","21540","21260"
"Leaver Dept.","2022","Asian","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","AA/AO","Unknown","80","70","[c]","[c]"
"Leaver Dept.","2022","Asian","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","EO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","EO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","EO","No function","550","530","27610","27570"
"Leaver Dept.","2022","Asian","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","EO","Unknown","140","130","27470","27570"
"Leaver Dept.","2022","Asian","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","G6/G7","No function","200","190","58050","54650"
"Leaver Dept.","2022","Asian","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SCS","No function","70","60","105990","106500"
"Leaver Dept.","2022","Asian","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SCS","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SEO/HEO","Digital, Data & Technology","50","50","[c]","[c]"
"Leaver Dept.","2022","Asian","SEO/HEO","Finance","40","30","[c]","[c]"
"Leaver Dept.","2022","Asian","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SEO/HEO","No function","500","480","35810","35060"
"Leaver Dept.","2022","Asian","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","SEO/HEO","Unknown","100","90","37850","36550"
"Leaver Dept.","2022","Asian","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Asian","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","AA/AO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","AA/AO","No function","120","110","22020","21260"
"Leaver Dept.","2022","Black","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","AA/AO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","AA/AO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","EO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","EO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","EO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","EO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","EO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","EO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","EO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","EO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","EO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","EO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","EO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","EO","No function","290","270","27880","27570"
"Leaver Dept.","2022","Black","EO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","EO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","EO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","EO","Unknown","40","40","[c]","[c]"
"Leaver Dept.","2022","Black","G6/G7","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","G6/G7","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","G6/G7","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","G6/G7","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","G6/G7","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","G6/G7","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","G6/G7","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","G6/G7","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","G6/G7","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","G6/G7","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","G6/G7","No function","110","110","56430","53130"
"Leaver Dept.","2022","Black","G6/G7","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","G6/G7","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","G6/G7","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SCS","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SCS","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SCS","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SCS","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SCS","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SCS","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SCS","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SCS","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SCS","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SCS","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SCS","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SCS","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SCS","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SEO/HEO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SEO/HEO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SEO/HEO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SEO/HEO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SEO/HEO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SEO/HEO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SEO/HEO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SEO/HEO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SEO/HEO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SEO/HEO","Internal Audit","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SEO/HEO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SEO/HEO","No function","310","280","36010","35440"
"Leaver Dept.","2022","Black","SEO/HEO","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SEO/HEO","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SEO/HEO","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","SEO/HEO","Unknown","60","60","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","No function","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Project Delivery","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Property","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Security","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Black","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","AA/AO","Analysis","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","AA/AO","Commercial","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","AA/AO","Communications","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","AA/AO","Counter Fraud","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","AA/AO","Debt","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","AA/AO","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","AA/AO","Finance","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","AA/AO","Grants Management","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","AA/AO","Human Resources","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","AA/AO","Legal","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Mixed","AA/AO","No function","50","40","[c]","[c]"
"Leaver Dept.","2022","Mixed","AA/AO","Project Delivery","[c]","[c]","[c]","[c]"
