"Status","Year","Responsibility_level","Disability","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Northumberland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Shropshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","South Teesside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Sunderland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Thurrock","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Torbay","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Tower Hamlets","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Walsall","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","West Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","West Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","West Lothian","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","West Sussex (North East)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Westminster","200","190","37440","36900"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared disabled","York","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Angus and Dundee City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Ards and North Down","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Barnet","290","280","36700","35530"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","180","180","34360","33810"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Belfast","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Birmingham","140","130","34510","34170"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Blackpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Bournemouth, Christchurch and Poole","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Bristol, City of","130","120","34160","32820"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Bromley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Cambridgeshire CC","60","60","35160","33700"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Cardiff and Vale of Glamorgan","70","70","35640","35180"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Central Bedfordshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Coventry","30","30","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Croydon","80","80","38870","38880"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Darlington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Derby","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Dorset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","East Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Enfield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Falkirk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Glasgow City","70","70","35210","33070"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Greater Manchester South West","40","30","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Inverclyde, East Renfrewshire, and Renfrewshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Lambeth","540","500","36280","36330"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Leeds","180","170","34210","32960"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Leicester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Lewisham and Southwark","50","50","36240","35250"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Liverpool","70","70","33460","31910"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Luton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Manchester","130","120","35050","35450"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","North Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","North Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Northumberland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Nottingham","100","90","34020","33840"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Oxfordshire CC","70","70","35850","37410"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Scottish Borders","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Sheffield","70","60","35470","35590"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Shropshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Solihull","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","South Lanarkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","South Teesside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Southend-on-Sea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Sunderland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Thurrock","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Torbay","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Tower Hamlets","100","100","36940","35490"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Tyneside","120","120","34260","32960"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Unknown","110","100","35630","33730"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Walsall","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","SEO/HEO","Declared non-disabled","Warwickshire CC","[c]","[c]","[c]","[c]"
