"Status","Year","Sexual_orientation","Organisation","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Business, Energy and Industrial Strategy (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Digital, Culture, Media and Sport","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Digital, Culture, Media and Sport","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Digital, Culture, Media and Sport","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Digital, Culture, Media and Sport","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Digital, Culture, Media and Sport","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Digital, Culture, Media and Sport","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Education (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Education (excl. agencies)","20-29","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Education (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Education (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Education (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Education (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Environment, Food and Rural Affairs (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Environment, Food and Rural Affairs (excl. agencies)","20-29","100","100","35490","32560"
"New entrant CS","2022","LGBO","Department for Environment, Food and Rural Affairs (excl. agencies)","30-39","40","30","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Environment, Food and Rural Affairs (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Environment, Food and Rural Affairs (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Environment, Food and Rural Affairs (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Environment, Food and Rural Affairs (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for International Trade","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for International Trade","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for International Trade","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for International Trade","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for International Trade","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for International Trade","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for International Trade","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Levelling Up, Housing and Communities (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Levelling Up, Housing and Communities (excl. agencies)","20-29","50","50","30450","30190"
"New entrant CS","2022","LGBO","Department for Levelling Up, Housing and Communities (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Levelling Up, Housing and Communities (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Levelling Up, Housing and Communities (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Levelling Up, Housing and Communities (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Levelling Up, Housing and Communities (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Transport (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Transport (excl. agencies)","20-29","40","40","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Transport (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Transport (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Transport (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Transport (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Work and Pensions (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Work and Pensions (excl. agencies)","20-29","380","370","24460","21260"
"New entrant CS","2022","LGBO","Department for Work and Pensions (excl. agencies)","30-39","190","180","26800","27570"
"New entrant CS","2022","LGBO","Department for Work and Pensions (excl. agencies)","40-49","90","90","26860","27570"
"New entrant CS","2022","LGBO","Department for Work and Pensions (excl. agencies)","50-59","60","60","25650","27570"
"New entrant CS","2022","LGBO","Department for Work and Pensions (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department for Work and Pensions (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department of Health and Social Care (excl. agencies)","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department of Health and Social Care (excl. agencies)","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department of Health and Social Care (excl. agencies)","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department of Health and Social Care (excl. agencies)","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department of Health and Social Care (excl. agencies)","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department of Health and Social Care (excl. agencies)","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department of Health and Social Care (excl. agencies)","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Department of Health and Social Care (excl. agencies)","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Disclosure Scotland","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Disclosure Scotland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Disclosure Scotland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Disclosure Scotland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Disclosure Scotland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Disclosure Scotland","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Driver and Vehicle Licensing Agency","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Driver and Vehicle Licensing Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Driver and Vehicle Licensing Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Driver and Vehicle Licensing Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Driver and Vehicle Licensing Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Driver and Vehicle Licensing Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Driver and Vehicle Licensing Agency","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Driver and Vehicle Standards Agency","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Driver and Vehicle Standards Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Driver and Vehicle Standards Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Driver and Vehicle Standards Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Driver and Vehicle Standards Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Driver and Vehicle Standards Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Driver and Vehicle Standards Agency","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Education and Skills Funding Agency","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Education and Skills Funding Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Education and Skills Funding Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Education and Skills Funding Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Education and Skills Funding Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Education and Skills Funding Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Education Scotland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Education Scotland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Education Scotland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Education Scotland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Education Scotland","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Estyn","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Estyn","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Estyn","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Estyn","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Food Standards Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Food Standards Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Food Standards Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Food Standards Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Food Standards Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Food Standards Scotland","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Food Standards Scotland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Food Standards Scotland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Food Standards Scotland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Food Standards Scotland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Food Standards Scotland","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Food Standards Scotland","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Actuary's Department","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Actuary's Department","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Actuary's Department","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Actuary's Department","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Actuary's Department","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Actuary's Department","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Internal Audit Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Internal Audit Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Internal Audit Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Internal Audit Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Internal Audit Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Legal Department","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Legal Department","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Legal Department","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Legal Department","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Legal Department","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Legal Department","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Legal Department","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Property Agency","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Property Agency","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Property Agency","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Property Agency","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Government Property Agency","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Health and Safety Executive","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Health and Safety Executive","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Health and Safety Executive","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Health and Safety Executive","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Health and Safety Executive","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Health and Safety Executive","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","Health and Safety Executive","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Courts and Tribunals Service","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Courts and Tribunals Service","20-29","50","50","23870","20970"
"New entrant CS","2022","LGBO","HM Courts and Tribunals Service","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Courts and Tribunals Service","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Courts and Tribunals Service","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Courts and Tribunals Service","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Courts and Tribunals Service","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Crown Prosecution Service Inspectorate","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Crown Prosecution Service Inspectorate","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Crown Prosecution Service Inspectorate","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Land Registry","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Land Registry","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Land Registry","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Land Registry","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Land Registry","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Land Registry","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Prison and Probation Service","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Prison and Probation Service","20-29","400","400","24110","23170"
"New entrant CS","2022","LGBO","HM Prison and Probation Service","30-39","200","190","25690","24090"
"New entrant CS","2022","LGBO","HM Prison and Probation Service","40-49","100","100","33760","28200"
"New entrant CS","2022","LGBO","HM Prison and Probation Service","50-59","80","80","32790","28200"
"New entrant CS","2022","LGBO","HM Prison and Probation Service","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2022","LGBO","HM Prison and Probation Service","65+","[c]","[c]","[c]","[c]"
