"Status","Year","Parent_department","Ethnicity","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Cabinet Office","Black","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Black","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Mixed","Cabinet Office (excl. agencies)","50","50","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Mixed","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Mixed","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Other ethnicity","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Other ethnicity","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Other ethnicity","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Undeclared","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Undeclared","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Unknown","Cabinet Office (excl. agencies)","990","980","39120","28000"
"New entrant CS","2022","Cabinet Office","Unknown","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","Unknown","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Cabinet Office","White","Cabinet Office (excl. agencies)","590","580","38800","32000"
"New entrant CS","2022","Cabinet Office","White","Crown Commercial Service","90","90","31870","30420"
"New entrant CS","2022","Cabinet Office","White","Government Property Agency","50","50","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Asian","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Asian","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Black","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Black","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Mixed","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Mixed","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Other ethnicity","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Other ethnicity","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Undeclared","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Undeclared","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Unknown","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","Unknown","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","White","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Chancellor's other departments","White","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Black","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Charity Commission","Unknown","Charity Commission","60","50","28420","26000"
"New entrant CS","2022","Charity Commission","White","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Asian","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Black","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Mixed","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Other ethnicity","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Undeclared","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","Unknown","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Competition and Markets Authority","White","Competition and Markets Authority","80","80","48770","37210"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Asian","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Asian","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Asian","Department for Business, Energy and Industrial Strategy (excl. agencies)","80","80","36430","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Asian","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Asian","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Asian","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Asian","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Black","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Black","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Black","Department for Business, Energy and Industrial Strategy (excl. agencies)","50","50","33410","31110"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Black","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Black","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Black","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Black","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Mixed","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Mixed","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Mixed","Department for Business, Energy and Industrial Strategy (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Mixed","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Mixed","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Mixed","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Mixed","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Other ethnicity","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Other ethnicity","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Other ethnicity","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Other ethnicity","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Other ethnicity","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Other ethnicity","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Other ethnicity","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Undeclared","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Companies House","40","40","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Department for Business, Energy and Industrial Strategy (excl. agencies)","90","90","37900","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Intellectual Property Office","90","80","27780","24030"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","Met Office","30","30","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","The Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","Unknown","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","White","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","White","Companies House","110","110","28080","24500"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","White","Department for Business, Energy and Industrial Strategy (excl. agencies)","410","400","38320","33570"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","White","Intellectual Property Office","130","120","28710","24030"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","White","Met Office","180","180","28360","24360"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","White","The Insolvency Service","40","40","[c]","[c]"
"New entrant CS","2022","Department for Business, Energy and Industrial Strategy","White","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Asian","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Black","Department for Digital, Culture, Media and Sport","30","30","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","Unknown","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Digital, Culture, Media and Sport","White","Department for Digital, Culture, Media and Sport","280","280","35740","34020"
"New entrant CS","2022","Department for Education","Asian","Department for Education (excl. agencies)","70","70","31930","29360"
"New entrant CS","2022","Department for Education","Asian","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Asian","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Asian","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Asian","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Black","Department for Education (excl. agencies)","40","40","[c]","[c]"
"New entrant CS","2022","Department for Education","Black","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Black","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Black","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Black","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Mixed","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Education","Mixed","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
