"Status","Year","Sexual_orientation","Profession_of_post","Region_ITL2","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Knowledge and Information Management","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Legal","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Medicine","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Berkshire, Buckinghamshire and Oxfordshire","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Derbyshire and Nottinghamshire","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Devon","30","20","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","East Anglia","60","60","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","East Wales","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","60","60","28380","26120"
"Leaver CS","2022","Undeclared","Operational Delivery","Greater Manchester","60","50","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Hampshire and Isle of Wight","40","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Inner London - East","150","140","38670","32330"
"Leaver CS","2022","Undeclared","Operational Delivery","Inner London - West","110","80","37640","31060"
"Leaver CS","2022","Undeclared","Operational Delivery","Kent","60","50","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Lancashire","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Leicestershire, Rutland and Northamptonshire","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Merseyside","70","50","27320","25040"
"Leaver CS","2022","Undeclared","Operational Delivery","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Northumberland, and Tyne and Wear","50","40","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Outer London - East and North East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Outer London - South","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Outer London - West and North West","80","60","29000","30500"
"Leaver CS","2022","Undeclared","Operational Delivery","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","South Yorkshire","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Surrey, East and West Sussex","70","60","29530","27570"
"Leaver CS","2022","Undeclared","Operational Delivery","Tees Valley and Durham","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","Unknown","90","50","21880","21590"
"Leaver CS","2022","Undeclared","Operational Delivery","West Central Scotland","40","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","West Midlands","80","70","29600","26130"
"Leaver CS","2022","Undeclared","Operational Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Delivery","West Yorkshire","60","50","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Research","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Research","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Operational Research","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","East Yorkshire and Northern Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Highlands and Islands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Kent","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Northern Ireland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Southern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Other","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Planning","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Planning Inspectors","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Planning Inspectors","Surrey, East and West Sussex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","Cheshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","Inner London - West","190","90","50040","46070"
"Leaver CS","2022","Undeclared","Policy","North Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","West Midlands","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Policy","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Cumbria","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Devon","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","East Wales","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Essex","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Gloucestershire, Wiltshire and Bath/Bristol area","30","30","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Greater Manchester","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Inner London - East","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Northumberland, and Tyne and Wear","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","South Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Project Delivery","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Dorset and Somerset","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","East Anglia","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Eastern Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Gloucestershire, Wiltshire and Bath/Bristol area","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Hampshire and Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Herefordshire, Worcestershire and Warwickshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Inner London - West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Lancashire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Leicestershire, Rutland and Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Lincolnshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Merseyside","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","North Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Outer London - South","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Outer London - West and North West","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Overseas","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","West Central Scotland","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","West Wales and The Valleys","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Property","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Psychology","Derbyshire and Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Psychology","Shropshire and Staffordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Psychology","Tees Valley and Durham","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Psychology","West Yorkshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","Bedfordshire and Hertfordshire","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Undeclared","Science and Engineering","Berkshire, Buckinghamshire and Oxfordshire","[c]","[c]","[c]","[c]"
