"Status","Year","Ethnicity","Age","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","White","40-49","HM Prison and Probation Service","410","400","24760","22920"
"New entrant CS","2021","White","40-49","HM Revenue and Customs (excl. agencies)","200","200","29440","25560"
"New entrant CS","2021","White","40-49","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Home Office (incl. agencies)","100","100","36500","27470"
"New entrant CS","2021","White","40-49","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Ministry of Defence (excl. agencies)","450","430","31070","26350"
"New entrant CS","2021","White","40-49","Ministry of Housing, Communities and Local Government (excl. agencies)","40","30","[c]","[c]"
"New entrant CS","2021","White","40-49","Ministry of Justice (excl. agencies)","70","60","42640","38000"
"New entrant CS","2021","White","40-49","National Crime Agency","110","110","37290","36410"
"New entrant CS","2021","White","40-49","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Office for Standards in Education, Children's Services and Skills","40","40","[c]","[c]"
"New entrant CS","2021","White","40-49","Office of Gas and Electricity Markets","40","40","[c]","[c]"
"New entrant CS","2021","White","40-49","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Office of the Scottish Charity Regulator","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Public Health England","270","220","39470","36330"
"New entrant CS","2021","White","40-49","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Scottish Government (excl. agencies)","60","60","44230","42540"
"New entrant CS","2021","White","40-49","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Social Security Scotland","60","60","26140","20060"
"New entrant CS","2021","White","40-49","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Submarine Delivery Agency","30","30","[c]","[c]"
"New entrant CS","2021","White","40-49","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","United Kingdom Statistics Authority","90","90","39040","36030"
"New entrant CS","2021","White","40-49","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","40-49","Wilton Park","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Animal and Plant Health Agency","30","30","[c]","[c]"
"New entrant CS","2021","White","50-59","Cabinet Office (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","White","50-59","Centre for Environment, Fisheries and Aquaculture Science","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Companies House","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Criminal Injuries Compensation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Crown Commercial Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Crown Office and Procurator Fiscal Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Crown Prosecution Service","50","50","[c]","[c]"
"New entrant CS","2021","White","50-59","Debt Management Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Defence Equipment and Support","90","90","41070","40000"
"New entrant CS","2021","White","50-59","Defence Science and Technology Laboratory","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Department for Education (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Department for Environment, Food and Rural Affairs (excl. agencies)","70","70","45500","37280"
"New entrant CS","2021","White","50-59","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Department for Work and Pensions (excl. agencies)","2070","2020","26450","27570"
"New entrant CS","2021","White","50-59","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Disclosure Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Education Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","ESTYN","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Food Standards Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Forestry and Land Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Government Actuary's Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Government Legal Department","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Government Property Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Health and Safety Executive","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","HM Courts and Tribunals Service","160","160","21360","18970"
"New entrant CS","2021","White","50-59","HM Land Registry","40","40","[c]","[c]"
"New entrant CS","2021","White","50-59","HM Prison and Probation Service","310","290","23410","21500"
"New entrant CS","2021","White","50-59","HM Revenue and Customs (excl. agencies)","170","170","27800","20140"
"New entrant CS","2021","White","50-59","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Home Office (incl. agencies)","80","70","33440","25960"
"New entrant CS","2021","White","50-59","Insolvency Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Legal Aid Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Met Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Ministry of Defence (excl. agencies)","550","530","29360","26350"
"New entrant CS","2021","White","50-59","Ministry of Housing, Communities and Local Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Ministry of Justice (excl. agencies)","30","30","[c]","[c]"
"New entrant CS","2021","White","50-59","National Crime Agency","150","140","38360","36410"
"New entrant CS","2021","White","50-59","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","National Records of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","National Savings and Investments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Office of the Public Guardian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Planning Inspectorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Public Health England","220","180","41400","36690"
"New entrant CS","2021","White","50-59","Registers of Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Revenue Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Rural Payments Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Scotland Office (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Scottish Courts and Tribunals Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Scottish Forestry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Scottish Government (excl. agencies)","50","40","[c]","[c]"
"New entrant CS","2021","White","50-59","Scottish Prison Service","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Scottish Public Pensions Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Serious Fraud Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Social Security Scotland","50","50","25190","20060"
"New entrant CS","2021","White","50-59","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Student Awards Agency for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Submarine Delivery Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Teaching Regulation Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Transport Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","UK Intellectual Property Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","UK Space Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","United Kingdom Statistics Authority","70","60","34810","29540"
"New entrant CS","2021","White","50-59","Valuation Office Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Vehicle Certification Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Veterinary Medicines Directorate","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Wales Office","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Welsh Government (excl. agencies)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","50-59","Welsh Revenue Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","White","60-64","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
