"Status","Year","Ethnicity","Parent_department","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Asian","Charity Commission","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Charity Commission","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Charity Commission","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Charity Commission","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Competition and Markets Authority","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Competition and Markets Authority","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Competition and Markets Authority","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Competition and Markets Authority","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Competition and Markets Authority","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Business, Energy and Industrial Strategy","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Business, Energy and Industrial Strategy","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Business, Energy and Industrial Strategy","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Business, Energy and Industrial Strategy","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Business, Energy and Industrial Strategy","SEO/HEO","70","60","36480","33570"
"New entrant CS","2022","Asian","Department for Digital, Culture, Media and Sport","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Digital, Culture, Media and Sport","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Digital, Culture, Media and Sport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Digital, Culture, Media and Sport","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Digital, Culture, Media and Sport","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Education","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Education","EO","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Department for Education","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Education","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Education","SEO/HEO","50","50","[c]","[c]"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs","EO","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs","SEO/HEO","70","70","34050","32560"
"New entrant CS","2022","Asian","Department for Environment, Food and Rural Affairs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for International Trade","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities","SEO/HEO","30","30","[c]","[c]"
"New entrant CS","2022","Asian","Department for Levelling Up, Housing and Communities","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport","AA/AO","60","50","22190","21840"
"New entrant CS","2022","Asian","Department for Transport","EO","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Department for Transport","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions","AA/AO","460","450","21940","21260"
"New entrant CS","2022","Asian","Department for Work and Pensions","EO","840","820","28670","27570"
"New entrant CS","2022","Asian","Department for Work and Pensions","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department for Work and Pensions","SEO/HEO","70","70","36500","36650"
"New entrant CS","2022","Asian","Department of Health and Social Care","AA/AO","60","40","22400","22350"
"New entrant CS","2022","Asian","Department of Health and Social Care","EO","100","90","26060","26880"
"New entrant CS","2022","Asian","Department of Health and Social Care","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Department of Health and Social Care","SEO/HEO","150","140","34740","32790"
"New entrant CS","2022","Asian","Department of Health and Social Care","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Estyn","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Estyn","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Estyn","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Food Standards Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Foreign, Commonwealth and Development Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Foreign, Commonwealth and Development Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Foreign, Commonwealth and Development Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Foreign, Commonwealth and Development Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Land Registry","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Revenue and Customs","AA/AO","480","450","21350","21250"
"New entrant CS","2022","Asian","HM Revenue and Customs","EO","290","290","27280","26590"
"New entrant CS","2022","Asian","HM Revenue and Customs","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Revenue and Customs","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Revenue and Customs","SEO/HEO","220","220","35430","33080"
"New entrant CS","2022","Asian","HM Revenue and Customs","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Treasury","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Treasury","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Treasury","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Treasury","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","HM Treasury","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Home Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Home Office","EO","50","50","[c]","[c]"
"New entrant CS","2022","Asian","Home Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Home Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Home Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Home Office","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Defence","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Defence","EO","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Defence","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Defence","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Defence","SEO/HEO","60","60","36460","35630"
"New entrant CS","2022","Asian","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Justice","AA/AO","300","290","23010","20970"
"New entrant CS","2022","Asian","Ministry of Justice","EO","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Justice","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Justice","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Ministry of Justice","SEO/HEO","90","90","35450","34260"
"New entrant CS","2022","Asian","Ministry of Justice","Unknown","260","230","27610","24800"
"New entrant CS","2022","Asian","National Crime Agency","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Crime Agency","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Crime Agency","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Crime Agency","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","National Crime Agency","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland Office","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland Office","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland Office","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland Office","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Northern Ireland Office","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office for Standards in Education, Children's Services and Skills","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Gas and Electricity Markets","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Gas and Electricity Markets","EO","30","30","[c]","[c]"
"New entrant CS","2022","Asian","Office of Gas and Electricity Markets","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Gas and Electricity Markets","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Gas and Electricity Markets","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Qualifications and Examinations Regulation","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Qualifications and Examinations Regulation","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Qualifications and Examinations Regulation","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Qualifications and Examinations Regulation","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Rail and Road","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Rail and Road","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Rail and Road","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Rail and Road","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of Rail and Road","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Secretary of State for Scotland","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Secretary of State for Scotland","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Secretary of State for Scotland","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Secretary of State for Scotland","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Secretary of State for Wales","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Secretary of State for Wales","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Office of the Secretary of State for Wales","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Government","AA/AO","40","40","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Government","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Government","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Government","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","Scottish Government","SEO/HEO","40","40","[c]","[c]"
"New entrant CS","2022","Asian","The National Archives","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The National Archives","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The National Archives","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The National Archives","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","The National Archives","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","AA/AO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","EO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","G6/G7","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","SCS","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Export Finance","SEO/HEO","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","AA/AO","30","30","[c]","[c]"
"New entrant CS","2022","Asian","UK Statistics Authority","EO","[c]","[c]","[c]","[c]"
