"Status","Year","Profession_of_post","Ethnicity","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Medicine","Unknown","Ministry of Defence","100","80","43320","34170"
"New entrant CS","2022","Medicine","Unknown","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","White","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Medicine","White","Department of Health and Social Care","50","40","78870","84560"
"New entrant CS","2022","Medicine","White","Ministry of Defence","120","100","44260","37280"
"New entrant CS","2022","Medicine","White","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","Attorney General's Departments","50","50","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","Department for Transport","80","70","24440","21840"
"New entrant CS","2022","Operational Delivery","Asian","Department for Work and Pensions","1030","1000","26790","27570"
"New entrant CS","2022","Operational Delivery","Asian","Department of Health and Social Care","180","160","30980","26880"
"New entrant CS","2022","Operational Delivery","Asian","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","HM Revenue and Customs","400","380","23630","21250"
"New entrant CS","2022","Operational Delivery","Asian","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","Home Office","60","60","25310","24880"
"New entrant CS","2022","Operational Delivery","Asian","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","Ministry of Justice","610","580","25960","23620"
"New entrant CS","2022","Operational Delivery","Asian","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Asian","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","Department for Work and Pensions","520","510","27760","27570"
"New entrant CS","2022","Operational Delivery","Black","Department of Health and Social Care","120","110","29850","26880"
"New entrant CS","2022","Operational Delivery","Black","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","HM Revenue and Customs","100","90","24210","21250"
"New entrant CS","2022","Operational Delivery","Black","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","Ministry of Justice","720","700","28930","27470"
"New entrant CS","2022","Operational Delivery","Black","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Black","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","Department for Work and Pensions","210","200","25960","27570"
"New entrant CS","2022","Operational Delivery","Mixed","Department of Health and Social Care","50","50","35050","28100"
"New entrant CS","2022","Operational Delivery","Mixed","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","HM Revenue and Customs","50","50","23920","21250"
"New entrant CS","2022","Operational Delivery","Mixed","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","Ministry of Justice","410","400","27110","24270"
"New entrant CS","2022","Operational Delivery","Mixed","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","Office of the Secretary of State for Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Mixed","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Other ethnicity","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Other ethnicity","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Other ethnicity","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Other ethnicity","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Other ethnicity","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Other ethnicity","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Other ethnicity","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Other ethnicity","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Other ethnicity","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Other ethnicity","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Other ethnicity","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Other ethnicity","Department for Work and Pensions","60","60","26390","27570"
"New entrant CS","2022","Operational Delivery","Other ethnicity","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Operational Delivery","Other ethnicity","Food Standards Agency","[c]","[c]","[c]","[c]"
