"Status","Year","Function_of_post","Age","Profession_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Debt","16-19","Tax","40","40","[c]","[c]"
"New entrant CS","2021","Debt","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","20-29","Operational Delivery","60","60","21250","20140"
"New entrant CS","2021","Debt","20-29","Tax","380","380","20330","20140"
"New entrant CS","2021","Debt","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","30-39","Operational Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Debt","30-39","Tax","180","180","20530","20140"
"New entrant CS","2021","Debt","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","40-49","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","40-49","Tax","110","110","20680","20140"
"New entrant CS","2021","Debt","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","50-59","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","50-59","Tax","90","90","20630","20140"
"New entrant CS","2021","Debt","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","60-64","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Debt","65+","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","16-19","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","16-19","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","20-29","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","20-29","Digital, Data and Technology","490","490","31020","29540"
"New entrant CS","2021","Digital, Data & Technology","20-29","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","20-29","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","20-29","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","20-29","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","20-29","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","20-29","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","20-29","Unknown","70","70","34010","32000"
"New entrant CS","2021","Digital, Data & Technology","30-39","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","30-39","Digital, Data and Technology","460","450","41650","38590"
"New entrant CS","2021","Digital, Data & Technology","30-39","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","30-39","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","30-39","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","30-39","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","30-39","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","30-39","Unknown","70","60","49380","53600"
"New entrant CS","2021","Digital, Data & Technology","40-49","Digital, Data and Technology","380","370","44790","41060"
"New entrant CS","2021","Digital, Data & Technology","40-49","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","40-49","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","40-49","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","40-49","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","40-49","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","40-49","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","40-49","Unknown","30","30","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","50-59","Digital, Data and Technology","200","190","46030","47520"
"New entrant CS","2021","Digital, Data & Technology","50-59","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","50-59","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","50-59","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","50-59","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","50-59","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","50-59","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","60-64","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Digital, Data & Technology","65+","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","16-19","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","16-19","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","16-19","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","20-29","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","20-29","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","20-29","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","20-29","Finance","230","220","29430","27250"
"New entrant CS","2021","Finance","20-29","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","20-29","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","20-29","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","20-29","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","20-29","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","30-39","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","30-39","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","30-39","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","30-39","Finance","170","160","37170","34020"
"New entrant CS","2021","Finance","30-39","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","30-39","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","30-39","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","30-39","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","40-49","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","40-49","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","40-49","Finance","130","130","41200","38630"
"New entrant CS","2021","Finance","40-49","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","40-49","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","40-49","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","40-49","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","50-59","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","50-59","Finance","90","80","39300","34640"
"New entrant CS","2021","Finance","50-59","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","50-59","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","50-59","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","50-59","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","60-64","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","60-64","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","60-64","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","60-64","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Finance","65+","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","20-29","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","30-39","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","30-39","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","40-49","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","50-59","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Grants Management","60-64","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","16-19","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","20-29","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","20-29","Human Resources","240","240","26900","26870"
"New entrant CS","2021","Human Resources","20-29","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","20-29","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","20-29","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","20-29","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","20-29","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","20-29","Unknown","60","60","25720","27500"
"New entrant CS","2021","Human Resources","30-39","Human Resources","170","160","34820","31020"
"New entrant CS","2021","Human Resources","30-39","Operational Delivery","40","30","[c]","[c]"
"New entrant CS","2021","Human Resources","30-39","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","30-39","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","30-39","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","30-39","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","30-39","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","40-49","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","40-49","Human Resources","140","130","39070","33380"
"New entrant CS","2021","Human Resources","40-49","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","40-49","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","40-49","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","40-49","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","50-59","Human Resources","80","70","39290","32040"
"New entrant CS","2021","Human Resources","50-59","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","50-59","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","50-59","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","60-64","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","60-64","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","65+","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Human Resources","Unknown","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","20-29","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","20-29","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","30-39","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","30-39","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","40-49","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","50-59","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Internal Audit","60-64","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","16-19","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","20-29","Legal","290","290","34980","30850"
"New entrant CS","2021","Legal","20-29","Operational Delivery","320","320","21630","20250"
"New entrant CS","2021","Legal","20-29","Other","40","40","[c]","[c]"
"New entrant CS","2021","Legal","20-29","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","30-39","Legal","300","290","45480","48080"
"New entrant CS","2021","Legal","30-39","Operational Delivery","70","70","22730","20550"
"New entrant CS","2021","Legal","30-39","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","30-39","Tax","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","40-49","Legal","180","170","47970","50500"
"New entrant CS","2021","Legal","40-49","Operational Delivery","30","30","[c]","[c]"
"New entrant CS","2021","Legal","40-49","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","40-49","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","50-59","Legal","90","90","48970","50500"
"New entrant CS","2021","Legal","50-59","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","50-59","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","60-64","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","60-64","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","65+","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","65+","Operational Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Legal","65+","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","16-19","Economics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","16-19","International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","16-19","Operational Delivery","250","230","21010","20600"
"New entrant CS","2021","No function","16-19","Other","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","16-19","Policy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","16-19","Science and Engineering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","16-19","Tax","70","60","20140","20140"
"New entrant CS","2021","No function","16-19","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","20-29","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","20-29","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","20-29","Corporate Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","20-29","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","20-29","Digital, Data and Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","20-29","Economics","70","70","31490","30500"
"New entrant CS","2021","No function","20-29","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","20-29","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","20-29","Inspector of Education and Training","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","20-29","Intelligence Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","20-29","International Trade","90","90","29370","31800"
"New entrant CS","2021","No function","20-29","Knowledge and Information Management","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","20-29","Medicine","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","20-29","Operational Delivery","6080","5950","23950","22850"
"New entrant CS","2021","No function","20-29","Operational Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","20-29","Other","180","180","25880","25000"
"New entrant CS","2021","No function","20-29","Planning","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","20-29","Policy","1730","1720","32760","32790"
"New entrant CS","2021","No function","20-29","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","20-29","Psychology","80","80","25060","24620"
"New entrant CS","2021","No function","20-29","Science and Engineering","390","380","26180","26370"
"New entrant CS","2021","No function","20-29","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","20-29","Social Research","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","20-29","Statistics","[c]","[c]","[c]","[c]"
"New entrant CS","2021","No function","20-29","Tax","810","790","21730","20140"
"New entrant CS","2021","No function","20-29","Unknown","880","880","28280","28000"
