"Status","Year","Region_ITL1","Organisation","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","West Midlands (England)","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","West Midlands (England)","Water Services Regulation Authority","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","60","60","24040","23680"
"New entrant CS","2021","Yorkshire and The Humber","Cabinet Office (excl. agencies)","Cabinet Office","70","70","32200","23850"
"New entrant CS","2021","Yorkshire and The Humber","Crown Commercial Service","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Crown Prosecution Service","Attorney General's Departments","70","60","33070","30130"
"New entrant CS","2021","Yorkshire and The Humber","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department for Education (excl. agencies)","Department for Education","110","110","31780","29360"
"New entrant CS","2021","Yorkshire and The Humber","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","100","100","33330","29180"
"New entrant CS","2021","Yorkshire and The Humber","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department for Transport (excl. agencies)","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","1660","1630","26490","27570"
"New entrant CS","2021","Yorkshire and The Humber","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","300","290","37740","32790"
"New entrant CS","2021","Yorkshire and The Humber","Driver and Vehicle Standards Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Government Internal Audit Agency","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Government Legal Department","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Government Property Agency","Other Cabinet Office Agencies","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Health and Safety Executive","Department for Work and Pensions","40","40","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","HM Courts and Tribunals Service","Ministry of Justice","120","120","20610","18880"
"New entrant CS","2021","Yorkshire and The Humber","HM Land Registry","HM Land Registry","50","50","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","HM Prison and Probation Service","Ministry of Justice","540","520","22390","22850"
"New entrant CS","2021","Yorkshire and The Humber","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","460","450","23690","20140"
"New entrant CS","2021","Yorkshire and The Humber","Home Office (incl. agencies)","Home Office","290","280","25970","21430"
"New entrant CS","2021","Yorkshire and The Humber","Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Institute for Apprenticeships and Technical Education","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Maritime and Coastguard Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Ministry of Defence (excl. agencies)","Ministry of Defence","170","160","27810","23540"
"New entrant CS","2021","Yorkshire and The Humber","Ministry of Housing, Communities and Local Government (excl. agencies)","Ministry of Housing, Communities and Local Government","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Ministry of Justice (excl. agencies)","Ministry of Justice","140","140","34120","30990"
"New entrant CS","2021","Yorkshire and The Humber","National Crime Agency","National Crime Agency","60","50","31860","32770"
"New entrant CS","2021","Yorkshire and The Humber","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Public Health England","Department of Health and Social Care","90","70","34330","30690"
"New entrant CS","2021","Yorkshire and The Humber","Rural Payments Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Standards and Testing Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Yorkshire and The Humber","Valuation Office Agency","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Advisory, Conciliation and Arbitration Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Animal and Plant Health Agency","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Cabinet Office (excl. agencies)","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Companies House","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Crown Prosecution Service","Attorney General's Departments","70","70","30690","25480"
"New entrant CS","2022","East Midlands (England)","Defence Equipment and Support","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Digital, Culture, Media and Sport","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Education (excl. agencies)","Department for Education","50","50","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","Department for Environment, Food and Rural Affairs","50","50","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Department for Work and Pensions (excl. agencies)","Department for Work and Pensions","580","570","23910","21260"
"New entrant CS","2022","East Midlands (England)","Department of Health and Social Care (excl. agencies)","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Driver and Vehicle Licensing Agency","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Driver and Vehicle Standards Agency","Department for Transport","80","80","29430","26130"
"New entrant CS","2022","East Midlands (England)","Education and Skills Funding Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Food Standards Agency","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Government Property Agency","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Health and Safety Executive","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","HM Courts and Tribunals Service","Ministry of Justice","240","230","21720","20970"
"New entrant CS","2022","East Midlands (England)","HM Land Registry","HM Land Registry","80","80","26410","22600"
"New entrant CS","2022","East Midlands (England)","HM Prison and Probation Service","Ministry of Justice","1310","1240","25710","23170"
"New entrant CS","2022","East Midlands (England)","HM Revenue and Customs (excl. agencies)","HM Revenue and Customs","540","530","27080","26590"
"New entrant CS","2022","East Midlands (England)","Home Office","Home Office","30","30","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Legal Aid Agency","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Met Office","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Ministry of Defence (excl. agencies)","Ministry of Defence","150","150","27420","25000"
"New entrant CS","2022","East Midlands (England)","Ministry of Justice (excl. agencies)","Ministry of Justice","30","30","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","National Crime Agency","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Office for Standards in Education, Children's Services and Skills","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Office of the Public Guardian","Ministry of Justice","60","60","22250","20970"
"New entrant CS","2022","East Midlands (England)","Planning Inspectorate","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Public Health England","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Rural Payments Agency","Department for Environment, Food and Rural Affairs","40","40","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Submarine Delivery Agency","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","Teaching Regulation Agency","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East Midlands (England)","The Insolvency Service","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
