"Status","Year","Organisation","Function_of_post","Sexual_orientation","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Analysis","Heterosexual / straight","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","No function","Heterosexual / straight","180","170","41260","34460"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Housing, Communities and Local Government (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Finance","Heterosexual / straight","40","40","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Human Resources","Heterosexual / straight","60","60","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","No function","Heterosexual / straight","110","110","39960","36800"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","No function","Unknown","30","30","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Property","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Property","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Ministry of Justice (excl. agencies)","Property","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Commercial","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Commercial","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Commercial","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Digital, Data & Technology","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Finance","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Legal","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Crime Agency","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Infrastructure Commission","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Infrastructure Commission","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Infrastructure Commission","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Infrastructure Commission","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Infrastructure Commission","No function","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Records of Scotland","Unknown","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Records of Scotland","Unknown","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Savings and Investments","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Savings and Investments","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Savings and Investments","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","National Savings and Investments","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Project Delivery","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Project Delivery","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Security","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Security","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Northern Ireland Office","Security","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Budget Responsibility","Analysis","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Analysis","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Finance","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Finance","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Finance","Undeclared","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Human Resources","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Human Resources","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Legal","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","No function","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","No function","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","No function","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Project Delivery","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office for Standards in Education, Children's Services and Skills","Project Delivery","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Analysis","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Analysis","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Communications","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Communications","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Communications","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Digital, Data & Technology","Heterosexual / straight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Digital, Data & Technology","LGBO","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Digital, Data & Technology","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2021","Office of Gas and Electricity Markets","Legal","Heterosexual / straight","[c]","[c]","[c]","[c]"
