"Status","Year","Ethnicity","Disability","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Black","Declared disabled","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Isle of Anglesey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Isle of Wight","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Lambeth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Leeds","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Leicester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Liverpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Lochaber, Skye and Lochalsh, Arran and Cumbrae and Argyll and Bute","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Luton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Manchester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Medway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Mid Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Mid Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Milton Keynes","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Na h-Eileanan Siar","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Newry, Mourne and Down","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","North and North East Lincolnshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","North and West Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","North Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","North Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","North Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","North Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","North Yorkshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Northumberland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Nottingham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Orkney Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Overseas","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Oxfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Perth and Kinross and Stirling","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Peterborough","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Plymouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Portsmouth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Powys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Sandwell","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Scottish Borders","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Sefton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Sheffield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Shetland Islands","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Shropshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Solihull","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Somerset","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","South and West Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","South Ayrshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","South Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","South Lanarkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","South Nottinghamshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","South Teesside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","South West Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Southampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Southend-on-Sea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Staffordshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Suffolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Sunderland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Swansea","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Swindon","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Telford and Wrekin","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Thurrock","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Torbay","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Tower Hamlets","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Tyneside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Wakefield","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Walsall","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Wandsworth","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Warrington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Warwickshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","West Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","West Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","West Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","West Lothian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","West Northamptonshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","West Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","West Sussex (North East)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","West Sussex (South West)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Westminster","40","30","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Wiltshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Wirral","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Wolverhampton","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","Worcestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared disabled","York","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Aberdeen City and Aberdeenshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Angus and Dundee City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Antrim and Newtownabbey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Ards and North Down","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Barnet","40","40","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Bedford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Belfast","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Berkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Bexley and Greenwich","60","60","29860","31060"
"New entrant CS","2021","Black","Declared non-disabled","Birmingham","60","60","26790","27570"
"New entrant CS","2021","Black","Declared non-disabled","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Blackpool","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Bournemouth and Poole","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Bradford","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Brent","40","40","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Brighton and Hove","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Bristol, City of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Bromley","30","30","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Buckinghamshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Caithness and Sutherland and Ross and Cromarty","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Camden and City of London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Causeway Coast and Glens","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Central Bedfordshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Central Hampshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Central Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Cheshire East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","City of Edinburgh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Coventry","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Croydon","50","50","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Darlington","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Derby","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Devon CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Dorset CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Dudley","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Dumfries and Galloway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Durham CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Ealing","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","East Cumbria","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","East Derbyshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","East Dunbartonshire, West Dunbartonshire and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","East Kent","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","East Lancashire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","East Lothian and Midlothian","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","East Merseyside","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","East Surrey","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","East Sussex CC","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Enfield","40","40","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Falkirk","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Fermanagh and Omagh","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Glasgow City","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Gloucestershire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Greater Manchester North East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Greater Manchester North West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Greater Manchester South East","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Greater Manchester South West","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Gwent Valleys","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Gwynedd","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Hackney and Newham","80","80","29040","31060"
"New entrant CS","2021","Black","Declared non-disabled","Haringey and Islington","60","60","28830","31060"
"New entrant CS","2021","Black","Declared non-disabled","Harrow and Hillingdon","40","40","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Heart of Essex","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Herefordshire, County of","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Hertfordshire","30","30","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Inverclyde, East Renfrewshire and Renfrewshire","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Black","Declared non-disabled","Inverness and Nairn and Moray, Badenoch and Strathspey","[c]","[c]","[c]","[c]"
