"Status","Year","Organisation","Sexual_orientation","Responsibility_level","Headcount","FTE","Mean_salary","Median_salary"
"Leaver CS","2022","Crown Commercial Service","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Commercial Service","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Heterosexual / straight","AA/AO","50","40","22470","23230"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Office and Procurator Fiscal Service","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Heterosexual / straight","AA/AO","100","90","22040","22200"
"Leaver CS","2022","Crown Prosecution Service","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Heterosexual / straight","G6/G7","120","100","57580","55000"
"Leaver CS","2022","Crown Prosecution Service","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Heterosexual / straight","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Unknown","G6/G7","40","30","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Crown Prosecution Service","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Heterosexual / straight","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Heterosexual / straight","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Electronics and Components Agency","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Heterosexual / straight","EO","210","190","22350","21230"
"Leaver CS","2022","Defence Equipment and Support","Heterosexual / straight","G6/G7","70","60","57760","55510"
"Leaver CS","2022","Defence Equipment and Support","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Heterosexual / straight","SEO/HEO","350","330","35120","33730"
"Leaver CS","2022","Defence Equipment and Support","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Undeclared","SEO/HEO","50","50","37150","38000"
"Leaver CS","2022","Defence Equipment and Support","Unknown","EO","80","80","19790","18820"
"Leaver CS","2022","Defence Equipment and Support","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Equipment and Support","Unknown","SEO/HEO","50","50","35200","34850"
"Leaver CS","2022","Defence Science and Technology Laboratory","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Heterosexual / straight","G6/G7","40","40","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Heterosexual / straight","SEO/HEO","80","80","32750","29260"
"Leaver CS","2022","Defence Science and Technology Laboratory","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Unknown","G6/G7","40","40","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Defence Science and Technology Laboratory","Unknown","SEO/HEO","50","50","33780","34050"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","G6/G7","90","80","57250","53600"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","SEO/HEO","80","80","36840","36540"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Heterosexual / straight","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Business, Energy and Industrial Strategy (excl. agencies)","Unknown","Unknown","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","G6/G7","30","30","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Heterosexual / straight","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Digital, Culture, Media and Sport","Unknown","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Heterosexual / straight","EO","40","40","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Heterosexual / straight","G6/G7","70","70","58000","56230"
"Leaver CS","2022","Department for Education (excl. agencies)","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Heterosexual / straight","SEO/HEO","90","90","35850","36500"
"Leaver CS","2022","Department for Education (excl. agencies)","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Unknown","EO","40","40","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Education (excl. agencies)","Unknown","SEO/HEO","40","30","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","G6/G7","60","50","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Heterosexual / straight","SEO/HEO","140","140","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","LGBO","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Undeclared","SEO/HEO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","G6/G7","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","SEO/HEO","70","70","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Heterosexual / straight","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Heterosexual / straight","EO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Heterosexual / straight","G6/G7","30","30","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Heterosexual / straight","SCS","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","Heterosexual / straight","SEO/HEO","40","40","[c]","[c]"
"Leaver CS","2022","Department for International Trade","LGBO","AA/AO","[c]","[c]","[c]","[c]"
"Leaver CS","2022","Department for International Trade","LGBO","EO","[c]","[c]","[c]","[c]"
