"Status","Year","Region_ITL2","Profession_of_post","Disability","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Highlands and Islands","Digital, Data and Technology","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Human Resources","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Human Resources","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Human Resources","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Legal","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Legal","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Highlands and Islands","Legal","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Legal","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Medicine","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Medicine","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Operational Delivery","Declared disabled","80","70","28290","27570"
"In post","2022","Highlands and Islands","Operational Delivery","Declared non-disabled","370","340","28020","27570"
"In post","2022","Highlands and Islands","Operational Delivery","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Operational Delivery","Unknown","170","160","29380","27020"
"In post","2022","Highlands and Islands","Other","Declared disabled","40","40","[c]","[c]"
"In post","2022","Highlands and Islands","Other","Declared non-disabled","260","240","22890","21260"
"In post","2022","Highlands and Islands","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Other","Unknown","30","30","[c]","[c]"
"In post","2022","Highlands and Islands","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Policy","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Policy","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Project Delivery","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Project Delivery","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Property","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Property","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Property","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Science and Engineering","Declared non-disabled","60","50","27870","25190"
"In post","2022","Highlands and Islands","Science and Engineering","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Science and Engineering","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Security","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Security","Declared non-disabled","30","30","[c]","[c]"
"In post","2022","Highlands and Islands","Security","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Security","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Unknown","Declared disabled","40","30","[c]","[c]"
"In post","2022","Highlands and Islands","Unknown","Declared non-disabled","590","560","32570","30040"
"In post","2022","Highlands and Islands","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Unknown","Unknown","120","120","32520","30040"
"In post","2022","Highlands and Islands","Veterinarian","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Veterinarian","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Highlands and Islands","Veterinarian","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Commercial","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Commercial","Declared non-disabled","60","60","47490","46000"
"In post","2022","Inner London - East","Commercial","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Commercial","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Communications","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Communications","Declared non-disabled","170","160","49120","43320"
"In post","2022","Inner London - East","Communications","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Communications","Unknown","60","60","43750","40170"
"In post","2022","Inner London - East","Corporate Finance","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Corporate Finance","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Corporate Finance","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Counter Fraud","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Counter Fraud","Declared non-disabled","120","110","31940","31060"
"In post","2022","Inner London - East","Counter Fraud","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Counter Fraud","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Digital, Data and Technology","Declared disabled","50","50","47420","41750"
"In post","2022","Inner London - East","Digital, Data and Technology","Declared non-disabled","440","440","50990","45820"
"In post","2022","Inner London - East","Digital, Data and Technology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Digital, Data and Technology","Unknown","240","240","49600","44660"
"In post","2022","Inner London - East","Economics","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Economics","Declared non-disabled","170","160","57880","56130"
"In post","2022","Inner London - East","Economics","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Economics","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Finance","Declared disabled","40","30","[c]","[c]"
"In post","2022","Inner London - East","Finance","Declared non-disabled","310","300","47990","43810"
"In post","2022","Inner London - East","Finance","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Finance","Unknown","100","100","44670","41350"
"In post","2022","Inner London - East","Human Resources","Declared disabled","40","40","[c]","[c]"
"In post","2022","Inner London - East","Human Resources","Declared non-disabled","240","230","46800","41730"
"In post","2022","Inner London - East","Human Resources","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Human Resources","Unknown","80","80","42130","40070"
"In post","2022","Inner London - East","Inspector of Education and Training","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Inspector of Education and Training","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Inspector of Education and Training","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Intelligence Analysis","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Intelligence Analysis","Declared non-disabled","100","100","43650","37930"
"In post","2022","Inner London - East","Intelligence Analysis","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Intelligence Analysis","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Internal Audit","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Internal Audit","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Internal Audit","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","International Trade","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","International Trade","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","International Trade","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Knowledge and Information Management","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Knowledge and Information Management","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Knowledge and Information Management","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Knowledge and Information Management","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Legal","Declared disabled","70","70","48200","40030"
"In post","2022","Inner London - East","Legal","Declared non-disabled","700","680","50960","43810"
"In post","2022","Inner London - East","Legal","Undeclared","60","60","48450","43430"
"In post","2022","Inner London - East","Legal","Unknown","340","330","43730","37930"
"In post","2022","Inner London - East","Medicine","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Medicine","Declared non-disabled","110","90","75550","73840"
"In post","2022","Inner London - East","Medicine","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Medicine","Unknown","90","80","69480","67750"
"In post","2022","Inner London - East","Operational Delivery","Declared disabled","1020","960","33260","31060"
"In post","2022","Inner London - East","Operational Delivery","Declared non-disabled","5330","5060","35150","31060"
"In post","2022","Inner London - East","Operational Delivery","Undeclared","490","470","33470","31060"
"In post","2022","Inner London - East","Operational Delivery","Unknown","1900","1820","37610","34260"
"In post","2022","Inner London - East","Operational Research","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Operational Research","Declared non-disabled","70","70","50060","47100"
"In post","2022","Inner London - East","Operational Research","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Operational Research","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Other","Declared disabled","60","50","33730","31060"
"In post","2022","Inner London - East","Other","Declared non-disabled","610","590","44640","35510"
"In post","2022","Inner London - East","Other","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Other","Unknown","180","170","45300","40450"
"In post","2022","Inner London - East","Planning Inspectors","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Planning Inspectors","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Planning Inspectors","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Planning Inspectors","Unknown","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Policy","Declared disabled","50","50","50780","50240"
"In post","2022","Inner London - East","Policy","Declared non-disabled","380","370","53240","49760"
"In post","2022","Inner London - East","Policy","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Policy","Unknown","90","90","51320","44220"
"In post","2022","Inner London - East","Project Delivery","Declared disabled","80","70","42330","33440"
"In post","2022","Inner London - East","Project Delivery","Declared non-disabled","580","540","51400","43810"
"In post","2022","Inner London - East","Project Delivery","Undeclared","30","30","[c]","[c]"
"In post","2022","Inner London - East","Project Delivery","Unknown","150","140","53330","43810"
"In post","2022","Inner London - East","Property","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Property","Declared non-disabled","190","180","44200","38870"
"In post","2022","Inner London - East","Property","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Property","Unknown","40","40","[c]","[c]"
"In post","2022","Inner London - East","Psychology","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Psychology","Declared non-disabled","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Psychology","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Science and Engineering","Declared disabled","[c]","[c]","[c]","[c]"
"In post","2022","Inner London - East","Science and Engineering","Declared non-disabled","160","150","48590","41950"
