"Status","Year","Organisation","Sexual_orientation","Region_ITL1","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","South West (England)","30","30","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Environment, Food and Rural Affairs (excl. agencies)","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Heterosexual / straight","London","170","170","35720","31800"
"New entrant CS","2021","Department for International Trade","Heterosexual / straight","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Heterosexual / straight","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Heterosexual / straight","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Heterosexual / straight","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Heterosexual / straight","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Heterosexual / straight","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","LGBO","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","LGBO","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","LGBO","Scotland","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","LGBO","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Undeclared","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Unknown","London","140","140","32620","31800"
"New entrant CS","2021","Department for International Trade","Unknown","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Unknown","North West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Unknown","South West (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for International Trade","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Heterosexual / straight","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Heterosexual / straight","London","260","260","37370","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","Heterosexual / straight","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Heterosexual / straight","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Heterosexual / straight","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Heterosexual / straight","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Heterosexual / straight","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","LGBO","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","LGBO","London","40","40","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","LGBO","North East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","LGBO","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","LGBO","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","LGBO","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","LGBO","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Undeclared","East Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Undeclared","London","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Undeclared","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Unknown","London","150","150","38270","34710"
"New entrant CS","2021","Department for Transport (excl. agencies)","Unknown","South East (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Unknown","Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Unknown","West Midlands (England)","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Transport (excl. agencies)","Unknown","Yorkshire and The Humber","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","East Midlands (England)","640","620","25920","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","East of England","1020","1000","27300","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","London","2500","2450","30350","31060"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","North East (England)","1090","1080","23930","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","North West (England)","1870","1850","25480","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Scotland","770","750","24640","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","South East (England)","1570","1530","26910","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","South West (England)","870","830","25490","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Unknown","230","230","28420","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Wales","470","460","24530","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","West Midlands (England)","810","790","25970","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Heterosexual / straight","Yorkshire and The Humber","1270","1240","26370","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","LGBO","East Midlands (England)","60","60","26170","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","LGBO","East of England","80","80","27750","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","LGBO","London","200","200","30240","31060"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","LGBO","North East (England)","100","100","23680","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","LGBO","North West (England)","220","210","24740","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","LGBO","Scotland","90","90","25150","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","LGBO","South East (England)","190","190","27160","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","LGBO","South West (England)","100","100","25830","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","LGBO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","LGBO","Wales","70","60","24740","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","LGBO","West Midlands (England)","80","80","25880","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","LGBO","Yorkshire and The Humber","150","140","25940","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Undeclared","East Midlands (England)","40","40","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Undeclared","East of England","40","40","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Undeclared","London","160","160","31350","31060"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Undeclared","North East (England)","60","60","26540","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Undeclared","North West (England)","100","100","25410","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Undeclared","Scotland","50","50","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Undeclared","South East (England)","100","90","26590","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Undeclared","South West (England)","60","60","25590","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Undeclared","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Undeclared","Wales","30","30","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Undeclared","West Midlands (England)","40","30","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Undeclared","Yorkshire and The Humber","70","70","26310","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","East Midlands (England)","90","90","26300","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","East of England","100","100","27560","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","London","380","380","31810","31060"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","North East (England)","150","150","25090","21010"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","North West (England)","300","300","25170","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Scotland","100","100","25670","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","South East (England)","170","170","26960","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","South West (England)","120","110","26590","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Unknown","50","50","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Wales","40","40","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","West Midlands (England)","90","80","27300","27570"
"New entrant CS","2021","Department for Work and Pensions (excl. agencies)","Unknown","Yorkshire and The Humber","180","170","27840","27570"
"New entrant CS","2021","Department of Health and Social Care (excl. agencies)","Heterosexual / straight","London","150","150","38450","32790"
