"Status","Year","Disability","Region_ITL1","Organisation","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","Undeclared","London","Department for Digital, Culture, Media and Sport","80","80","46080","51730"
"In post","2022","Undeclared","London","Department for Education (excl. agencies)","80","70","51730","53420"
"In post","2022","Undeclared","London","Department for Environment, Food and Rural Affairs (excl. agencies)","100","100","44580","39480"
"In post","2022","Undeclared","London","Department for International Trade","60","60","48220","51710"
"In post","2022","Undeclared","London","Department for Levelling Up, Housing and Communities (excl. agencies)","100","100","46650","46120"
"In post","2022","Undeclared","London","Department for Transport (excl. agencies)","210","210","48420","44030"
"In post","2022","Undeclared","London","Department for Work and Pensions (excl. agencies)","420","390","33660","31060"
"In post","2022","Undeclared","London","Department of Health and Social Care (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","FCDO Services","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","Food Standards Agency","70","60","46050","40350"
"In post","2022","Undeclared","London","Foreign, Commonwealth and Development Office (excl. agencies)","160","160","51940","45440"
"In post","2022","Undeclared","London","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","Government Legal Department","110","110","58320","63730"
"In post","2022","Undeclared","London","Government Property Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","HM Courts and Tribunals Service","300","280","31300","24310"
"In post","2022","Undeclared","London","HM Land Registry","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","HM Prison and Probation Service","830","790","36120","35090"
"In post","2022","Undeclared","London","HM Revenue and Customs (excl. agencies)","490","460","46540","40910"
"In post","2022","Undeclared","London","HM Treasury (excl. agencies)","310","300","45570","41900"
"In post","2022","Undeclared","London","Home Office","630","600","40070","35200"
"In post","2022","Undeclared","London","Institute for Apprenticeships and Technical Education","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","Ministry of Defence (excl. agencies)","290","280","41730","39420"
"In post","2022","Undeclared","London","Ministry of Justice (excl. agencies)","260","250","47050","42560"
"In post","2022","Undeclared","London","National Infrastructure Commission","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","National Savings and Investments","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","Northern Ireland Office","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","Office for Budget Responsibility","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","Office of the Secretary of State for Scotland (incl. Office of the Advocate General for Scotland)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","Scottish Government (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","Serious Fraud Office","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","Standards and Testing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","The National Archives","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","UK Hydrographic Office","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","UK Space Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","UK Statistics Authority","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","London","Valuation Office Agency","80","70","41650","38000"
"In post","2022","Undeclared","London","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North East (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North East (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North East (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North East (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North East (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North East (England)","Department for Education (excl. agencies)","40","30","[c]","[c]"
"In post","2022","Undeclared","North East (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North East (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North East (England)","Department for Transport (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North East (England)","Department for Work and Pensions (excl. agencies)","450","410","29170","27570"
"In post","2022","Undeclared","North East (England)","Driver and Vehicle Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North East (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North East (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North East (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North East (England)","Health and Safety Executive","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North East (England)","HM Courts and Tribunals Service","40","40","[c]","[c]"
"In post","2022","Undeclared","North East (England)","HM Land Registry","40","30","[c]","[c]"
"In post","2022","Undeclared","North East (England)","HM Prison and Probation Service","520","460","30620","31650"
"In post","2022","Undeclared","North East (England)","HM Revenue and Customs (excl. agencies)","470","430","30460","26820"
"In post","2022","Undeclared","North East (England)","HM Treasury (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North East (England)","Home Office","50","40","[c]","[c]"
"In post","2022","Undeclared","North East (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North East (England)","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North East (England)","Ministry of Defence (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North East (England)","Ministry of Justice (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North East (England)","Planning Inspectorate","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North East (England)","Rural Payments Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North East (England)","The Insolvency Service","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North East (England)","UK Export Finance","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North East (England)","UK Health Security Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North East (England)","Valuation Office Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North West (England)","Advisory, Conciliation and Arbitration Service","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North West (England)","Animal and Plant Health Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North West (England)","Cabinet Office (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North West (England)","Crown Commercial Service","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North West (England)","Crown Prosecution Service","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North West (England)","Defence Equipment and Support","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North West (England)","Department for Business, Energy and Industrial Strategy (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North West (England)","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North West (England)","Department for Education (excl. agencies)","40","40","[c]","[c]"
"In post","2022","Undeclared","North West (England)","Department for Environment, Food and Rural Affairs (excl. agencies)","30","30","[c]","[c]"
"In post","2022","Undeclared","North West (England)","Department for International Trade","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North West (England)","Department for Levelling Up, Housing and Communities (excl. agencies)","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North West (England)","Department for Work and Pensions (excl. agencies)","870","820","27380","27570"
"In post","2022","Undeclared","North West (England)","Driver and Vehicle Licensing Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North West (England)","Driver and Vehicle Standards Agency","30","30","[c]","[c]"
"In post","2022","Undeclared","North West (England)","Education and Skills Funding Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North West (England)","Food Standards Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North West (England)","Government Internal Audit Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North West (England)","Health and Safety Executive","70","60","42040","40030"
"In post","2022","Undeclared","North West (England)","HM Courts and Tribunals Service","170","150","25150","21410"
"In post","2022","Undeclared","North West (England)","HM Land Registry","40","30","[c]","[c]"
"In post","2022","Undeclared","North West (England)","HM Prison and Probation Service","960","870","30740","31650"
"In post","2022","Undeclared","North West (England)","HM Revenue and Customs (excl. agencies)","630","590","33740","33080"
"In post","2022","Undeclared","North West (England)","Home Office","230","220","29230","26160"
"In post","2022","Undeclared","North West (England)","Legal Aid Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North West (England)","Maritime and Coastguard Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North West (England)","Medicines and Healthcare Products Regulatory Agency","[c]","[c]","[c]","[c]"
"In post","2022","Undeclared","North West (England)","Ministry of Defence (excl. agencies)","150","140","26900","22330"
"In post","2022","Undeclared","North West (England)","Ministry of Justice (excl. agencies)","40","30","[c]","[c]"
