"Status","Year","Disability","Parent_department","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","No function","180","180","51880","46360"
"New entrant CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office for Standards in Education, Children's Services and Skills","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","Analysis","50","50","36380","30000"
"New entrant CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","No function","260","260","32680","25750"
"New entrant CS","2022","Declared non-disabled","Office of Gas and Electricity Markets","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Qualifications and Examinations Regulation","No function","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Rail and Road","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Rail and Road","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Rail and Road","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Rail and Road","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Rail and Road","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Rail and Road","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Rail and Road","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of Rail and Road","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Scotland","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Scotland","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Scotland","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Wales","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Wales","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Office of the Secretary of State for Wales","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Scottish Government","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Scottish Government","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Scottish Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Scottish Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Scottish Government","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Scottish Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Scottish Government","Legal","80","80","37840","41750"
"New entrant CS","2022","Declared non-disabled","Scottish Government","No function","500","490","22720","21050"
"New entrant CS","2022","Declared non-disabled","Scottish Government","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Scottish Government","Unknown","1500","1470","31660","27230"
"New entrant CS","2022","Declared non-disabled","The National Archives","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","The National Archives","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","The National Archives","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","The National Archives","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","The National Archives","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","The National Archives","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","The National Archives","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","The National Archives","No function","30","30","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","The National Archives","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","Commercial","40","40","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Export Finance","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","Analysis","260","250","32020","30710"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","Digital, Data & Technology","60","60","35150","36840"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","No function","190","150","24650","19860"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Statistics Authority","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Supreme Court","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Supreme Court","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Supreme Court","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","UK Supreme Court","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Water Services Regulation Authority","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Water Services Regulation Authority","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Water Services Regulation Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Water Services Regulation Authority","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Water Services Regulation Authority","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Water Services Regulation Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Water Services Regulation Authority","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Water Services Regulation Authority","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Welsh Government","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Welsh Government","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Welsh Government","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Welsh Government","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Welsh Government","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Declared non-disabled","Welsh Government","Unknown","270","260","35180","31210"
"New entrant CS","2022","Undeclared","Attorney General's Departments","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Attorney General's Departments","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Attorney General's Departments","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cabinet Office","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cabinet Office","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cabinet Office","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cabinet Office","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cabinet Office","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cabinet Office","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cabinet Office","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Cabinet Office","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Chancellor's other departments","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Competition and Markets Authority","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Competition and Markets Authority","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Competition and Markets Authority","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Undeclared","Competition and Markets Authority","Project Delivery","[c]","[c]","[c]","[c]"
