"Status","Year","Age","Region_ITL1","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"In post","2022","30-39","East Midlands (England)","Black","140","130","28030","26820"
"In post","2022","30-39","East Midlands (England)","Mixed","130","120","30400","26950"
"In post","2022","30-39","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","30-39","East Midlands (England)","Undeclared","130","130","30810","27970"
"In post","2022","30-39","East Midlands (England)","Unknown","740","690","28490","26780"
"In post","2022","30-39","East Midlands (England)","White","3030","2860","30630","27570"
"In post","2022","30-39","East of England","Asian","300","280","30340","27570"
"In post","2022","30-39","East of England","Black","120","120","29980","29290"
"In post","2022","30-39","East of England","Mixed","100","90","29390","28310"
"In post","2022","30-39","East of England","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","30-39","East of England","Undeclared","140","140","31660","30730"
"In post","2022","30-39","East of England","Unknown","520","490","29670","26670"
"In post","2022","30-39","East of England","White","2990","2810","31100","29290"
"In post","2022","30-39","London","Asian","3680","3550","40650","36650"
"In post","2022","30-39","London","Black","1900","1860","36290","33520"
"In post","2022","30-39","London","Mixed","1060","1030","44580","41500"
"In post","2022","30-39","London","Other ethnicity","330","320","43320","39130"
"In post","2022","30-39","London","Undeclared","850","820","45740","41970"
"In post","2022","30-39","London","Unknown","4400","4300","46290","42470"
"In post","2022","30-39","London","White","12980","12620","49450","51730"
"In post","2022","30-39","North East (England)","Asian","210","200","30410","27570"
"In post","2022","30-39","North East (England)","Black","50","40","[c]","[c]"
"In post","2022","30-39","North East (England)","Mixed","80","70","29600","27470"
"In post","2022","30-39","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","30-39","North East (England)","Undeclared","160","150","31700","27570"
"In post","2022","30-39","North East (England)","Unknown","1220","1150","29010","26820"
"In post","2022","30-39","North East (England)","White","5200","4870","30170","27570"
"In post","2022","30-39","North West (England)","Asian","1040","980","29710","27570"
"In post","2022","30-39","North West (England)","Black","280","270","30390","27570"
"In post","2022","30-39","North West (England)","Mixed","230","220","31020","27570"
"In post","2022","30-39","North West (England)","Other ethnicity","40","40","[c]","[c]"
"In post","2022","30-39","North West (England)","Undeclared","340","330","31770","27570"
"In post","2022","30-39","North West (England)","Unknown","2320","2210","29490","26820"
"In post","2022","30-39","North West (England)","White","9460","8990","30840","27570"
"In post","2022","30-39","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Northern Ireland","Unknown","270","260","27430","24880"
"In post","2022","30-39","Northern Ireland","White","700","670","31010","26830"
"In post","2022","30-39","Overseas","Asian","50","50","[c]","[c]"
"In post","2022","30-39","Overseas","Black","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Overseas","Mixed","40","40","[c]","[c]"
"In post","2022","30-39","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Overseas","Undeclared","70","70","46450","43840"
"In post","2022","30-39","Overseas","Unknown","180","180","49180","51500"
"In post","2022","30-39","Overseas","White","670","670","46230","49370"
"In post","2022","30-39","Scotland","Asian","260","240","31860","27570"
"In post","2022","30-39","Scotland","Black","100","90","28050","24890"
"In post","2022","30-39","Scotland","Mixed","110","110","34870","31540"
"In post","2022","30-39","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Scotland","Undeclared","290","270","34210","32170"
"In post","2022","30-39","Scotland","Unknown","2920","2800","31670","29250"
"In post","2022","30-39","Scotland","White","7950","7620","34220","31540"
"In post","2022","30-39","South East (England)","Asian","330","310","30710","28800"
"In post","2022","30-39","South East (England)","Black","190","180","30970","29290"
"In post","2022","30-39","South East (England)","Mixed","180","170","32240","29290"
"In post","2022","30-39","South East (England)","Other ethnicity","30","30","[c]","[c]"
"In post","2022","30-39","South East (England)","Undeclared","320","310","34810","33210"
"In post","2022","30-39","South East (England)","Unknown","1020","970","31260","28680"
"In post","2022","30-39","South East (England)","White","5720","5400","32200","30210"
"In post","2022","30-39","South West (England)","Asian","280","270","35930","33370"
"In post","2022","30-39","South West (England)","Black","180","180","33220","32250"
"In post","2022","30-39","South West (England)","Mixed","190","170","34520","32880"
"In post","2022","30-39","South West (England)","Other ethnicity","40","40","[c]","[c]"
"In post","2022","30-39","South West (England)","Undeclared","430","420","36240","36160"
"In post","2022","30-39","South West (England)","Unknown","1140","1080","32450","29230"
"In post","2022","30-39","South West (England)","White","7790","7360","34610","33040"
"In post","2022","30-39","Unknown","Asian","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Unknown","Unknown","480","480","37530","34170"
"In post","2022","30-39","Unknown","White","130","130","35260","30820"
"In post","2022","30-39","Wales","Asian","220","210","30120","27470"
"In post","2022","30-39","Wales","Black","70","60","28960","27570"
"In post","2022","30-39","Wales","Mixed","140","130","33040","30970"
"In post","2022","30-39","Wales","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Wales","Undeclared","260","250","31090","27570"
"In post","2022","30-39","Wales","Unknown","1390","1310","29700","26820"
"In post","2022","30-39","Wales","White","7110","6690","31180","27570"
"In post","2022","30-39","West Midlands (England)","Asian","1470","1390","28920","27570"
"In post","2022","30-39","West Midlands (England)","Black","350","330","28930","27570"
"In post","2022","30-39","West Midlands (England)","Mixed","190","180","29530","27570"
"In post","2022","30-39","West Midlands (England)","Other ethnicity","40","40","[c]","[c]"
"In post","2022","30-39","West Midlands (England)","Undeclared","210","200","30780","27570"
"In post","2022","30-39","West Midlands (England)","Unknown","1120","1060","29490","26820"
"In post","2022","30-39","West Midlands (England)","White","3700","3510","31540","27570"
"In post","2022","30-39","Yorkshire and The Humber","Asian","900","840","29100","27570"
"In post","2022","30-39","Yorkshire and The Humber","Black","140","130","28750","27570"
"In post","2022","30-39","Yorkshire and The Humber","Mixed","150","140","31840","27570"
"In post","2022","30-39","Yorkshire and The Humber","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","30-39","Yorkshire and The Humber","Undeclared","240","220","31660","27930"
"In post","2022","30-39","Yorkshire and The Humber","Unknown","1430","1360","31300","27570"
"In post","2022","30-39","Yorkshire and The Humber","White","5520","5180","32830","30090"
"In post","2022","40-49","East Midlands (England)","Asian","510","460","29810","27470"
"In post","2022","40-49","East Midlands (England)","Black","140","130","27820","26820"
"In post","2022","40-49","East Midlands (England)","Mixed","100","90","33380","28320"
"In post","2022","40-49","East Midlands (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","40-49","East Midlands (England)","Undeclared","240","230","32930","29360"
"In post","2022","40-49","East Midlands (England)","Unknown","610","570","30890","26970"
"In post","2022","40-49","East Midlands (England)","White","3680","3430","33150","28580"
"In post","2022","40-49","East of England","Asian","340","310","31430","27570"
"In post","2022","40-49","East of England","Black","140","130","32150","29290"
"In post","2022","40-49","East of England","Mixed","100","90","33850","29290"
"In post","2022","40-49","East of England","Other ethnicity","30","30","[c]","[c]"
"In post","2022","40-49","East of England","Undeclared","240","220","33500","30470"
"In post","2022","40-49","East of England","Unknown","440","410","32310","28200"
"In post","2022","40-49","East of England","White","4010","3730","33010","29560"
"In post","2022","40-49","London","Asian","3890","3650","40980","35200"
"In post","2022","40-49","London","Black","2170","2080","37300","33570"
"In post","2022","40-49","London","Mixed","690","660","47400","41970"
"In post","2022","40-49","London","Other ethnicity","300","280","43610","37210"
"In post","2022","40-49","London","Undeclared","1020","980","44920","40650"
"In post","2022","40-49","London","Unknown","2870","2760","50830","47280"
"In post","2022","40-49","London","White","11850","11270","53830","53770"
"In post","2022","40-49","North East (England)","Asian","150","140","33020","27570"
"In post","2022","40-49","North East (England)","Black","60","60","29760","27570"
"In post","2022","40-49","North East (England)","Mixed","60","50","30810","27570"
"In post","2022","40-49","North East (England)","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","40-49","North East (England)","Undeclared","280","270","31570","27570"
"In post","2022","40-49","North East (England)","Unknown","910","840","30520","26710"
"In post","2022","40-49","North East (England)","White","6540","6040","31780","27570"
"In post","2022","40-49","North West (England)","Asian","900","800","29910","27570"
"In post","2022","40-49","North West (England)","Black","240","230","29880","27570"
"In post","2022","40-49","North West (England)","Mixed","220","200","32200","27570"
"In post","2022","40-49","North West (England)","Other ethnicity","50","40","[c]","[c]"
"In post","2022","40-49","North West (England)","Undeclared","590","550","31810","27570"
"In post","2022","40-49","North West (England)","Unknown","1660","1550","31700","26820"
"In post","2022","40-49","North West (England)","White","11550","10800","32450","27570"
"In post","2022","40-49","Northern Ireland","Asian","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Northern Ireland","Black","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Northern Ireland","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Northern Ireland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Northern Ireland","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Northern Ireland","Unknown","170","160","30550","26590"
"In post","2022","40-49","Northern Ireland","White","880","830","30690","26820"
"In post","2022","40-49","Overseas","Asian","70","70","49090","52410"
"In post","2022","40-49","Overseas","Black","30","30","[c]","[c]"
"In post","2022","40-49","Overseas","Mixed","40","40","[c]","[c]"
"In post","2022","40-49","Overseas","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Overseas","Undeclared","70","70","50700","53080"
"In post","2022","40-49","Overseas","Unknown","170","170","51550","49200"
"In post","2022","40-49","Overseas","White","760","750","53470","54470"
"In post","2022","40-49","Scotland","Asian","210","200","36190","29840"
"In post","2022","40-49","Scotland","Black","140","140","33790","27570"
"In post","2022","40-49","Scotland","Mixed","70","70","39780","33370"
"In post","2022","40-49","Scotland","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Scotland","Undeclared","370","360","33900","30730"
"In post","2022","40-49","Scotland","Unknown","2050","1930","33980","30450"
"In post","2022","40-49","Scotland","White","8500","8020","37220","31990"
"In post","2022","40-49","South East (England)","Asian","430","390","32000","29020"
"In post","2022","40-49","South East (England)","Black","240","220","31450","29290"
"In post","2022","40-49","South East (England)","Mixed","160","150","35570","31370"
"In post","2022","40-49","South East (England)","Other ethnicity","40","40","[c]","[c]"
"In post","2022","40-49","South East (England)","Undeclared","500","470","35170","31420"
"In post","2022","40-49","South East (England)","Unknown","850","800","34660","29290"
"In post","2022","40-49","South East (England)","White","7040","6610","34660","31020"
"In post","2022","40-49","South West (England)","Asian","240","220","38090","33370"
"In post","2022","40-49","South West (England)","Black","170","170","34490","33300"
"In post","2022","40-49","South West (England)","Mixed","150","150","35250","32720"
"In post","2022","40-49","South West (England)","Other ethnicity","50","50","34180","29110"
"In post","2022","40-49","South West (England)","Undeclared","520","500","39870","38830"
"In post","2022","40-49","South West (England)","Unknown","890","830","36980","32750"
"In post","2022","40-49","South West (England)","White","8510","7990","37720","34120"
"In post","2022","40-49","Unknown","Asian","30","30","[c]","[c]"
"In post","2022","40-49","Unknown","Black","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Mixed","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Undeclared","[c]","[c]","[c]","[c]"
"In post","2022","40-49","Unknown","Unknown","410","410","41270","35380"
"In post","2022","40-49","Unknown","White","190","180","36510","31220"
"In post","2022","40-49","Wales","Asian","140","130","34680","27570"
"In post","2022","40-49","Wales","Black","70","70","31080","27570"
"In post","2022","40-49","Wales","Mixed","90","80","33690","28390"
"In post","2022","40-49","Wales","Other ethnicity","30","30","[c]","[c]"
"In post","2022","40-49","Wales","Undeclared","320","300","35360","30530"
"In post","2022","40-49","Wales","Unknown","780","730","33190","27380"
"In post","2022","40-49","Wales","White","7710","7200","34560","29430"
"In post","2022","40-49","West Midlands (England)","Asian","1340","1230","30400","27570"
"In post","2022","40-49","West Midlands (England)","Black","280","270","31030","27570"
"In post","2022","40-49","West Midlands (England)","Mixed","120","110","34090","27570"
"In post","2022","40-49","West Midlands (England)","Other ethnicity","30","30","[c]","[c]"
"In post","2022","40-49","West Midlands (England)","Undeclared","270","250","33960","29080"
"In post","2022","40-49","West Midlands (England)","Unknown","850","790","33170","27570"
"In post","2022","40-49","West Midlands (England)","White","4750","4450","34590","30320"
"In post","2022","40-49","Yorkshire and The Humber","Asian","750","670","30960","27570"
