"Status","Year","Sex","Parent_department","Region_ITL3","Headcount","FTE","Mean_salary","Median_salary"
"Leaver Dept.","2022","Male","Ministry of Defence","Clackmannanshire and Fife","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Dorset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","East Ayrshire and North Ayrshire mainland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","East Dunbartonshire, West Dunbartonshire, and Helensburgh and Lomond","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Essex Haven Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Herefordshire, County of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Inverness and Nairn, Moray, and Badenoch and Strathspey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Isle of Anglesey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Lisburn and Castlereagh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","North Yorkshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Overseas","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Perth and Kinross, and Stirling","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Shropshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","West Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Defence","Westminster","80","80","49610","45200"
"Leaver Dept.","2022","Male","Ministry of Defence","Wiltshire","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Barking & Dagenham and Havering","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Barnet","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Barnsley, Doncaster and Rotherham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Bath and North East Somerset, North Somerset and South Gloucestershire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Bedford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Berkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Bexley and Greenwich","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Birmingham","80","80","24950","20970"
"Leaver Dept.","2022","Male","Ministry of Justice","Blackburn with Darwen","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Blackpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Bradford","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Breckland and South Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Bridgend and Neath Port Talbot","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Brighton and Hove","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Bristol, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Bromley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Buckinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Calderdale and Kirklees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Cambridgeshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Camden and City of London","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Cardiff and Vale of Glamorgan","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Central Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Central Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Cheshire East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Cheshire West and Chester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Chorley and West Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","City of Edinburgh","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Conwy and Denbighshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Cornwall and Isles of Scilly","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Coventry","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Croydon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Darlington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Derby","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Devon CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Dorset","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Dudley","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Durham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Ealing","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","East Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","East Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","East Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","East Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","East Merseyside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","East Riding of Yorkshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","East Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","East Sussex CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Enfield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Essex Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Flintshire and Wrexham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Glasgow City","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Gloucestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Greater Manchester North East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Greater Manchester North West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Greater Manchester South East","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Greater Manchester South West","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Gwent Valleys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Hackney and Newham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Haringey and Islington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Harrow and Hillingdon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Hartlepool and Stockton-on-Tees","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Heart of Essex","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Hertfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Hounslow and Richmond upon Thames","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Isle of Wight","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Kensington & Chelsea and Hammersmith & Fulham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Kent Thames Gateway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Kingston upon Hull, City of","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Lambeth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Lancaster and Wyre","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Leeds","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Leicester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Leicestershire CC and Rutland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Lewisham and Southwark","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Lincolnshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Liverpool","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Luton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Manchester","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Medway","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Merton, Kingston upon Thames and Sutton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Mid Kent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Mid Lancashire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Milton Keynes","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Monmouthshire and Newport","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","North and West Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","North Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","North Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Norwich and East Norfolk","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Nottingham","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Oxfordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Peterborough","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Plymouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Portsmouth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Powys","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Redbridge and Waltham Forest","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Sandwell","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Sefton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Sheffield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Shropshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Somerset CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","South and West Derbyshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","South Hampshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","South Nottinghamshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","South Teesside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","South West Wales","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Southampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Staffordshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Stoke-on-Trent","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Suffolk CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Sunderland","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Swansea","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Swindon","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Telford and Wrekin","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Torbay","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Tower Hamlets","40","40","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Tyneside","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Unknown","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Wakefield","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Walsall","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Wandsworth","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Warrington","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Warwickshire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","West Cumbria","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","West Northamptonshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","West Surrey","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","West Sussex (South West)","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Westminster","120","110","40860","36800"
"Leaver Dept.","2022","Male","Ministry of Justice","Wiltshire","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Wirral","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Wolverhampton","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","Worcestershire CC","[c]","[c]","[c]","[c]"
"Leaver Dept.","2022","Male","Ministry of Justice","York","[c]","[c]","[c]","[c]"
