"Status","Year","Parent_department","Responsibility_level","Ethnicity","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Department for Work and Pensions","EO","Unknown","690","670","28030","27570"
"New entrant CS","2022","Department for Work and Pensions","EO","White","2710","2640","27830","27570"
"New entrant CS","2022","Department for Work and Pensions","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","G6/G7","Unknown","50","50","57310","56060"
"New entrant CS","2022","Department for Work and Pensions","G6/G7","White","160","160","55740","54070"
"New entrant CS","2022","Department for Work and Pensions","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","SCS","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","SEO/HEO","Asian","70","70","36500","36650"
"New entrant CS","2022","Department for Work and Pensions","SEO/HEO","Black","30","30","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department for Work and Pensions","SEO/HEO","Unknown","90","90","37050","36650"
"New entrant CS","2022","Department for Work and Pensions","SEO/HEO","White","400","400","36660","35310"
"New entrant CS","2022","Department of Health and Social Care","AA/AO","Asian","60","40","22400","22350"
"New entrant CS","2022","Department of Health and Social Care","AA/AO","Black","30","20","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","AA/AO","White","190","170","20920","19880"
"New entrant CS","2022","Department of Health and Social Care","EO","Asian","100","90","26060","26880"
"New entrant CS","2022","Department of Health and Social Care","EO","Black","70","70","26140","26880"
"New entrant CS","2022","Department of Health and Social Care","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","EO","Unknown","230","150","26500","27270"
"New entrant CS","2022","Department of Health and Social Care","EO","White","310","280","25620","26360"
"New entrant CS","2022","Department of Health and Social Care","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","G6/G7","Unknown","230","190","56710","53360"
"New entrant CS","2022","Department of Health and Social Care","G6/G7","White","260","240","56170","52610"
"New entrant CS","2022","Department of Health and Social Care","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","SCS","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","SCS","Unknown","50","40","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","SCS","White","50","40","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","SEO/HEO","Asian","150","140","34740","32790"
"New entrant CS","2022","Department of Health and Social Care","SEO/HEO","Black","100","90","35260","33760"
"New entrant CS","2022","Department of Health and Social Care","SEO/HEO","Mixed","40","30","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","SEO/HEO","Undeclared","40","40","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","SEO/HEO","Unknown","470","330","34630","32790"
"New entrant CS","2022","Department of Health and Social Care","SEO/HEO","White","730","670","34750","32790"
"New entrant CS","2022","Department of Health and Social Care","Unknown","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Unknown","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Unknown","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Unknown","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Unknown","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Department of Health and Social Care","Unknown","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","EO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","EO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","G6/G7","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Estyn","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","AA/AO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","EO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","EO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","EO","White","30","30","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","G6/G7","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","G6/G7","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SCS","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SCS","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SCS","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Food Standards Agency","SEO/HEO","White","110","110","33980","32350"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","AA/AO","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","AA/AO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","EO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","EO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","G6/G7","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","SEO/HEO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","SEO/HEO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","SEO/HEO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","SEO/HEO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Foreign, Commonwealth and Development Office","SEO/HEO","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","AA/AO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","AA/AO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","AA/AO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","AA/AO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","AA/AO","Undeclared","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","AA/AO","Unknown","90","90","22650","22600"
"New entrant CS","2022","HM Land Registry","AA/AO","White","160","160","22550","22600"
"New entrant CS","2022","HM Land Registry","EO","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","EO","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","EO","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","EO","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","EO","Unknown","50","50","27930","27130"
"New entrant CS","2022","HM Land Registry","EO","White","80","80","27470","27130"
"New entrant CS","2022","HM Land Registry","G6/G7","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","G6/G7","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","G6/G7","Mixed","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","G6/G7","Other ethnicity","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","G6/G7","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","G6/G7","White","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","SCS","Asian","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","SCS","Black","[c]","[c]","[c]","[c]"
"New entrant CS","2022","HM Land Registry","SCS","Mixed","[c]","[c]","[c]","[c]"
