"Status","Year","Ethnicity","Profession_of_post","Parent_department","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","Black","Economics","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Economics","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Economics","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Economics","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Economics","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Economics","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Economics","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Economics","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Economics","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Economics","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Economics","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Economics","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Economics","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Economics","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Economics","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Economics","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Economics","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Economics","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Economics","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Economics","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Economics","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","Foreign, Commonwealth and Development Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Finance","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Geography","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Geography","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Cabinet Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Department for Education","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Department for Levelling Up, Housing and Communities","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","National Crime Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Office of Qualifications and Examinations Regulation","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Office of Rail and Road","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Office of the Secretary of State for Wales","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Human Resources","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Inspector of Education and Training","Estyn","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Inspector of Education and Training","Office for Standards in Education, Children's Services and Skills","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Intelligence Analysis","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Intelligence Analysis","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Intelligence Analysis","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Intelligence Analysis","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Intelligence Analysis","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Intelligence Analysis","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Intelligence Analysis","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Intelligence Analysis","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Internal Audit","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Internal Audit","Food Standards Agency","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Internal Audit","HM Land Registry","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Internal Audit","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Internal Audit","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Internal Audit","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Internal Audit","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Internal Audit","Office of Gas and Electricity Markets","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Internal Audit","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Internal Audit","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","International Trade","Department for Digital, Culture, Media and Sport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","International Trade","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","International Trade","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","Chancellor's other departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","Charity Commission","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","Competition and Markets Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","Department for Business, Energy and Industrial Strategy","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","Department for Environment, Food and Rural Affairs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","Department for International Trade","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","Department for Transport","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","Department for Work and Pensions","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","Department of Health and Social Care","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","HM Revenue and Customs","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","HM Treasury","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","Home Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","Ministry of Defence","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","Ministry of Justice","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","Northern Ireland Office","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","Scottish Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","The National Archives","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","UK Export Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","UK Statistics Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","UK Supreme Court","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","Water Services Regulation Authority","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Knowledge and Information Management","Welsh Government","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Legal","Attorney General's Departments","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Black","Legal","Charity Commission","[c]","[c]","[c]","[c]"
