"Status","Year","Parent_department","Region_ITL3","Age","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2021","Department for Work and Pensions","North Yorkshire CC","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North Yorkshire CC","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","North Yorkshire CC","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Northumberland","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Northumberland","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Northumberland","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Northumberland","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Northumberland","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Norwich and East Norfolk","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Norwich and East Norfolk","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Norwich and East Norfolk","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Norwich and East Norfolk","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Norwich and East Norfolk","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Norwich and East Norfolk","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Nottingham","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Nottingham","20-29","30","30","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Nottingham","30-39","30","30","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Nottingham","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Nottingham","50-59","40","30","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Nottingham","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Nottingham","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Orkney Islands","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Oxfordshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Oxfordshire","20-29","30","30","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Oxfordshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Oxfordshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Oxfordshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Oxfordshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Oxfordshire","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Perth and Kinross and Stirling","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Perth and Kinross and Stirling","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Perth and Kinross and Stirling","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Perth and Kinross and Stirling","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Peterborough","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Peterborough","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Peterborough","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Peterborough","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Peterborough","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Plymouth","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Plymouth","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Plymouth","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Plymouth","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Plymouth","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Portsmouth","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Portsmouth","30-39","30","30","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Portsmouth","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Portsmouth","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Portsmouth","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Portsmouth","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Powys","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Powys","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Powys","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Powys","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Redbridge and Waltham Forest","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Redbridge and Waltham Forest","20-29","130","130","29290","31060"
"New entrant CS","2021","Department for Work and Pensions","Redbridge and Waltham Forest","30-39","70","60","29690","31060"
"New entrant CS","2021","Department for Work and Pensions","Redbridge and Waltham Forest","40-49","30","30","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Redbridge and Waltham Forest","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Sandwell","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Sandwell","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Sandwell","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Sandwell","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Scottish Borders","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Scottish Borders","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Scottish Borders","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Scottish Borders","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Sefton","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Sefton","20-29","60","60","25540","26370"
"New entrant CS","2021","Department for Work and Pensions","Sefton","30-39","40","40","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Sefton","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Sefton","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Sefton","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Sheffield","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Sheffield","20-29","140","140","24530","21010"
"New entrant CS","2021","Department for Work and Pensions","Sheffield","30-39","60","60","26910","27570"
"New entrant CS","2021","Department for Work and Pensions","Sheffield","40-49","50","40","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Sheffield","50-59","50","50","25060","21010"
"New entrant CS","2021","Department for Work and Pensions","Sheffield","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Shetland Islands","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Shetland Islands","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Shropshire CC","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Shropshire CC","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Shropshire CC","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Shropshire CC","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Shropshire CC","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Solihull","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Solihull","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Solihull","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Solihull","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Solihull","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Somerset","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Somerset","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Somerset","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Somerset","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Somerset","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Somerset","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Somerset","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South and West Derbyshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South and West Derbyshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South and West Derbyshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South and West Derbyshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South and West Derbyshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South and West Derbyshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South Ayrshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South Ayrshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South Ayrshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South Ayrshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South Ayrshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South Hampshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South Hampshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South Hampshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South Hampshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South Hampshire","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South Lanarkshire","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South Lanarkshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South Lanarkshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South Lanarkshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South Nottinghamshire","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South Nottinghamshire","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South Nottinghamshire","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South Nottinghamshire","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South Teesside","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South Teesside","20-29","30","30","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South Teesside","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South Teesside","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South Teesside","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South Teesside","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South Teesside","65+","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South West Wales","16-19","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South West Wales","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South West Wales","30-39","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South West Wales","40-49","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South West Wales","50-59","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","South West Wales","60-64","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Southampton","20-29","[c]","[c]","[c]","[c]"
"New entrant CS","2021","Department for Work and Pensions","Southampton","30-39","[c]","[c]","[c]","[c]"
