"Status","Year","Region_ITL1","Sex","Function_of_post","Headcount","FTE","Mean_salary","Median_salary"
"New entrant CS","2022","East of England","Male","No function","1010","990","27180","26130"
"New entrant CS","2022","East of England","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","East of England","Male","Property","30","30","[c]","[c]"
"New entrant CS","2022","East of England","Male","Security","40","40","[c]","[c]"
"New entrant CS","2022","East of England","Male","Unknown","140","130","30800","24880"
"New entrant CS","2022","London","Female","Analysis","280","260","35730","33400"
"New entrant CS","2022","London","Female","Commercial","160","150","45750","40050"
"New entrant CS","2022","London","Female","Communications","280","260","37480","34550"
"New entrant CS","2022","London","Female","Counter Fraud","160","160","29740","30750"
"New entrant CS","2022","London","Female","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Female","Digital, Data & Technology","330","310","41740","38870"
"New entrant CS","2022","London","Female","Finance","150","130","41030","38470"
"New entrant CS","2022","London","Female","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Female","Human Resources","260","250","35610","32330"
"New entrant CS","2022","London","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Female","Legal","400","390","39340","37230"
"New entrant CS","2022","London","Female","No function","5020","4830","34270","31060"
"New entrant CS","2022","London","Female","Project Delivery","140","140","43830","40050"
"New entrant CS","2022","London","Female","Property","80","70","39570","34590"
"New entrant CS","2022","London","Female","Security","60","60","33440","30750"
"New entrant CS","2022","London","Female","Unknown","650","630","33410","28650"
"New entrant CS","2022","London","Male","Analysis","320","310","38880","34260"
"New entrant CS","2022","London","Male","Commercial","120","110","51210","42470"
"New entrant CS","2022","London","Male","Communications","160","150","36890","34550"
"New entrant CS","2022","London","Male","Counter Fraud","150","150","31910","30750"
"New entrant CS","2022","London","Male","Debt","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Male","Digital, Data & Technology","400","380","44470","41140"
"New entrant CS","2022","London","Male","Finance","120","110","41620","37610"
"New entrant CS","2022","London","Male","Grants Management","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Male","Human Resources","120","110","35150","31060"
"New entrant CS","2022","London","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","London","Male","Legal","200","200","41630","39750"
"New entrant CS","2022","London","Male","No function","3270","3200","35770","31830"
"New entrant CS","2022","London","Male","Project Delivery","140","130","48010","42660"
"New entrant CS","2022","London","Male","Property","90","90","37330","31130"
"New entrant CS","2022","London","Male","Security","110","100","33880","28700"
"New entrant CS","2022","London","Male","Unknown","570","550","36510","32390"
"New entrant CS","2022","North East (England)","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Female","Communications","70","70","27800","26590"
"New entrant CS","2022","North East (England)","Female","Counter Fraud","70","70","27720","27570"
"New entrant CS","2022","North East (England)","Female","Debt","110","100","21820","21260"
"New entrant CS","2022","North East (England)","Female","Digital, Data & Technology","80","80","34620","33080"
"New entrant CS","2022","North East (England)","Female","Finance","40","30","[c]","[c]"
"New entrant CS","2022","North East (England)","Female","Grants Management","60","60","21620","21300"
"New entrant CS","2022","North East (England)","Female","Human Resources","80","80","24960","21250"
"New entrant CS","2022","North East (England)","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Female","No function","1610","1540","25390","23140"
"New entrant CS","2022","North East (England)","Female","Project Delivery","30","30","[c]","[c]"
"New entrant CS","2022","North East (England)","Female","Property","110","110","22900","22010"
"New entrant CS","2022","North East (England)","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Female","Unknown","190","180","25880","24880"
"New entrant CS","2022","North East (England)","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Male","Communications","60","60","28220","26590"
"New entrant CS","2022","North East (England)","Male","Counter Fraud","60","60","27890","27570"
"New entrant CS","2022","North East (England)","Male","Debt","70","60","21940","21260"
"New entrant CS","2022","North East (England)","Male","Digital, Data & Technology","120","120","38380","34800"
"New entrant CS","2022","North East (England)","Male","Finance","30","30","[c]","[c]"
"New entrant CS","2022","North East (England)","Male","Grants Management","80","80","21570","21300"
"New entrant CS","2022","North East (England)","Male","Human Resources","30","30","[c]","[c]"
"New entrant CS","2022","North East (England)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Male","No function","960","950","25770","23140"
"New entrant CS","2022","North East (England)","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Male","Property","80","80","26850","22010"
"New entrant CS","2022","North East (England)","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North East (England)","Male","Unknown","150","140","27600","24880"
"New entrant CS","2022","North West (England)","Female","Analysis","40","40","[c]","[c]"
"New entrant CS","2022","North West (England)","Female","Commercial","70","70","40000","32000"
"New entrant CS","2022","North West (England)","Female","Communications","80","80","29040","26590"
"New entrant CS","2022","North West (England)","Female","Counter Fraud","120","120","26820","26590"
"New entrant CS","2022","North West (England)","Female","Debt","100","90","21600","21250"
"New entrant CS","2022","North West (England)","Female","Digital, Data & Technology","180","180","35880","33080"
"New entrant CS","2022","North West (England)","Female","Finance","60","60","32610","29360"
"New entrant CS","2022","North West (England)","Female","Grants Management","100","90","21450","21300"
"New entrant CS","2022","North West (England)","Female","Human Resources","140","130","28550","26000"
"New entrant CS","2022","North West (England)","Female","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Female","Legal","70","60","31750","26590"
"New entrant CS","2022","North West (England)","Female","No function","3560","3400","25680","23170"
"New entrant CS","2022","North West (England)","Female","Project Delivery","70","70","28030","21300"
"New entrant CS","2022","North West (England)","Female","Property","50","40","[c]","[c]"
"New entrant CS","2022","North West (England)","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Female","Unknown","460","450","26190","24880"
"New entrant CS","2022","North West (England)","Male","Analysis","50","50","31870","33080"
"New entrant CS","2022","North West (England)","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Male","Communications","100","100","28360","26590"
"New entrant CS","2022","North West (England)","Male","Counter Fraud","100","100","27250","26590"
"New entrant CS","2022","North West (England)","Male","Debt","50","40","[c]","[c]"
"New entrant CS","2022","North West (England)","Male","Digital, Data & Technology","250","250","38500","33520"
"New entrant CS","2022","North West (England)","Male","Finance","70","70","32970","29860"
"New entrant CS","2022","North West (England)","Male","Grants Management","60","60","21740","21300"
"New entrant CS","2022","North West (England)","Male","Human Resources","70","70","28500","26590"
"New entrant CS","2022","North West (England)","Male","Internal Audit","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Male","Legal","40","40","[c]","[c]"
"New entrant CS","2022","North West (England)","Male","No function","2350","2290","26110","23170"
"New entrant CS","2022","North West (England)","Male","Project Delivery","70","70","33450","31990"
"New entrant CS","2022","North West (England)","Male","Property","50","50","35420","28510"
"New entrant CS","2022","North West (England)","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","North West (England)","Male","Unknown","430","420","29140","24880"
"New entrant CS","2022","Northern Ireland","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Female","Counter Fraud","30","30","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Female","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Female","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Female","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Female","No function","200","200","26870","26590"
"New entrant CS","2022","Northern Ireland","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Female","Unknown","40","30","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Male","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Male","Counter Fraud","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Male","Finance","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Male","Human Resources","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Male","Legal","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Male","No function","180","180","26880","26590"
"New entrant CS","2022","Northern Ireland","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Northern Ireland","Male","Unknown","40","40","[c]","[c]"
"New entrant CS","2022","Overseas","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Female","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Female","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Female","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Female","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Male","Digital, Data & Technology","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Male","No function","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Male","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Male","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Male","Security","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Overseas","Male","Unknown","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Female","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Female","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Female","Communications","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Female","Counter Fraud","120","120","24130","21260"
"New entrant CS","2022","Scotland","Female","Debt","80","80","21460","21250"
"New entrant CS","2022","Scotland","Female","Digital, Data & Technology","30","30","[c]","[c]"
"New entrant CS","2022","Scotland","Female","Finance","50","40","[c]","[c]"
"New entrant CS","2022","Scotland","Female","Human Resources","60","60","30770","26420"
"New entrant CS","2022","Scotland","Female","Legal","70","70","38520","41750"
"New entrant CS","2022","Scotland","Female","No function","1530","1490","24700","21640"
"New entrant CS","2022","Scotland","Female","Project Delivery","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Female","Property","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Female","Security","40","40","[c]","[c]"
"New entrant CS","2022","Scotland","Female","Unknown","2230","2140","31110","27230"
"New entrant CS","2022","Scotland","Male","Analysis","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Male","Commercial","[c]","[c]","[c]","[c]"
"New entrant CS","2022","Scotland","Male","Communications","[c]","[c]","[c]","[c]"
